Gene Name,Evo Rate
Rv2918c,0.143
Rv1821,0.0472
Rv3151,0.0742
Rv3909,0.1351
Rv0373c,0.0281
Rv0908,0.1104
Rv0585c,0.0993
Rv2583c,0.0243
Rv2737c,0.393
Rv2482c,0.0851
Rv0663,0.2336
Rv3401,0.0429
Rv2900c,0.0631
Rv1866,0.1259
Rv3649,0.0848
Rv0969,0.0988
Rv0949,0.0607
Rv1563c,0.1399
Rv3273,0.1434
Rv0197,0.0784
Rv0103c,0.1131
Rv3610c,0.0396
Rv1133c,0.0783
Rv0938,0.1041
Rv3063,0.1327
Rv0862c,0.1049
Rv0803,0.0346
Rv2783c,0.0291
Rv1493,0.0506
Rv0410c,0.0647
Rv3870,0.0672
Rv0066c,0.0678
Rv2984,0.0543
Rv1837c,0.0762
Rv1908c,0.0731
Rv2973c,0.0959
Rv3061c,0.0827
Rv1326c,0.0609
Rv2435c,0.1906
Rv1565c,0.1098
Rv3879c,0.2549
Rv0435c,0.0957
Rv1781c,0.1121
Rv1564c,0.0605
Rv0860,0.0335
Rv3270,0.0477
Rv1355c,0.1314
Rv0120c,0.0576
Rv3573c,0.0945
Rv1030,0.1727
Rv2948c,0.1159
Rv0684,0.0377
Rv1327c,0.0636
Rv3198c,0.0625
Rv1449c,0.0427
Rv2721c,0.2019
Rv1868,0.1394
Rv1633,0.0257
Rv2326c,0.1098
Rv2874,0.2314
Rv3051c,0.0266
Rv2614c,0.069
Rv0570,0.0976
Rv3014c,0.0628
Rv0186,0.1006
Rv0408,0.1113
Rv0111,0.0876
Rv0822c,0.1852
Rv2030c,0.105
Rv2438c,0.0782
Rv2163c,0.0777
Rv1836c,0.1823
Rv0005,0.0457
Rv1175c,0.0729
Rv1084,0.1055
Rv0457c,0.0975
Rv0959,0.0483
Rv0973c,0.0984
Rv3779,0.1744
Rv0931c,0.161
Rv1329c,0.0879
Rv0198c,0.0911
Rv0102,0.1746
Rv2345,0.1453
Rv2690c,0.0894
Rv1402,0.0824
Rv2501c,0.1017
Rv2455c,0.0543
Rv1364c,0.1216
Rv2404c,0.0247
Rv2201,0.0555
Rv3667,0.0813
Rv0873,0.0831
Rv2299c,0.0862
Rv1420,0.0378
Rv0248c,0.0506
Rv0939,0.0998
Rv3710,0.0558
Rv0773c,0.0933
Rv3792,0.0959
Rv2402,0.0324
Rv0083,0.1406
Rv1819c,0.1383
Rv2343c,0.0947
Rv2682c,0.0606
Rv0669c,0.1291
Rv3801c,0.0146
Rv3808c,0.0556
Rv1166,0.0727
Rv3156,0.0691
Rv1272c,0.1016
Rv0282,0.0857
Rv2850c,0.0654
Rv0492c,0.1112
Rv1165,0.0617
Rv3805c,0.0913
Rv3762c,0.1145
Rv1266c,0.1141
Rv2917,0.081
Rv0014c,0.0532
Rv0350,0.0288
Rv3436c,0.0438
Rv0724,0.1038
Rv1925,0.1228
Rv0312,0.2089
Rv2950c,0.1078
Rv3884c,0.2636
Rv3003c,0.0477
Rv1492,0.1179
Rv1286,0.0503
Rv1281c,0.0665
Rv2913c,0.0694
Rv0244c,0.0399
Rv1798,0.0375
Rv2115c,0.0256
Rv1467c,0.0683
Rv0211,0.0557
Rv2864c,0.087
Rv1297,0.0753
Rv0126,0.042
Rv3285,0.0347
Rv2187,0.0922
Rv1206,0.1047
Rv2572c,0.0389
Rv3797,0.0947
Rv0917,0.0665
Rv2214c,0.096
Rv3871,0.0914
Rv1459c,0.109
Rv1280c,0.0823
Rv3635,0.1139
Rv3318,0.0245
Rv1431,0.0862
Rv1069c,0.1315
Rv1696,0.1113
Rv2787,0.1345
Rv1699,0.041
Rv1796,0.1168
Rv3302c,0.0399
Rv2914c,0.2413
Rv2941,0.0774
Rv0754,0.2222
Rv1529,0.1884
Rv2930,0.1175
Rv2565,0.1682
Rv3244c,0.0613
Rv1273c,0.0809
Rv0118c,0.092
Rv1562c,0.0965
Rv2483c,0.1054
Rv1250,0.1909
Rv3409c,0.0505
Rv3132c,0.1717
Rv1185c,0.1646
Rv1620c,0.1544
Rv0226c,0.1638
Rv1132,0.0834
Rv0189c,0.0335
Rv0629c,0.1733
Rv0886,0.1217
Rv3868,0.0443
Rv3043c,0.0239
Rv2027c,0.2217
Rv2587c,0.0722
Rv1029,0.3576
Rv0551c,0.0426
Rv0231,0.0698
Rv3245c,0.0426
Rv1318c,0.1458
Rv1006,0.1784
Rv0785,0.0759
Rv2384,0.8407
Rv0511,0.0576
Rv3494c,0.0964
Rv3537,0.0602
Rv2391,0.0361
Rv1253,0.0823
Rv0853c,0.0763
Rv0051,0.0942
Rv0270,0.0822
Rv0976c,0.0679
Rv2752c,0.0377
Rv1162,0.0494
Rv2477c,0.0168
Rv1983,0.2833
Rv2585c,0.1053
Rv1704c,0.1009
Rv1635c,0.1645
Rv0256c,0.1748
Rv0166,0.0866
Rv2112c,0.0158
Rv0555,0.0654
Rv3263,0.0863
Rv2215,0.0702
Rv0946c,0.0565
Rv3157,0.0698
Rv2411c,0.0551
Rv2100,0.2845
Rv3886c,0.2202
Rv1292,0.0478
Rv1308,0.0326
Rv3645,0.075
Rv2196,0.0246
Rv2800,0.1154
Rv2332,0.1004
Rv3515c,0.0539
Rv0538,0.2423
Rv3280,0.0404
Rv0876c,0.0749
Rv1217c,0.1461
Rv3663c,0.1052
Rv0423c,0.0296
Rv2505c,0.1027
Rv3068c,0.0587
Rv1820,0.078
Rv2471,0.1111
Rv1013,0.0671
Rv1187,0.0521
Rv1058,0.0757
Rv1473,0.0393
Rv2287,0.1486
Rv0672,0.0493
Rv0861c,0.023
Rv3666c,0.115
Rv0099,0.1408
Rv0440,0.0181
Rv2756c,0.1126
Rv0783c,0.1798
Rv3417c,0.0708
Rv1387,0.1601
Rv3811,0.1097
Rv0283,0.143
Rv1186c,0.1248
Rv0214,0.0874
Rv3885c,0.3898
Rv0280,0.321
Rv2158c,0.1216
Rv0897c,0.1262
Rv0552,0.0976
Rv3308,0.1221
Rv2052c,0.0903
Rv2510c,0.111
Rv0907,0.1454
Rv0806c,0.089
Rv3506,0.0927
Rv3158,0.0863
Rv2846c,0.0505
Rv0172,0.1001
Rv0974c,0.0329
Rv3411c,0.0289
Rv2502c,0.0317
Rv0528,0.084
Rv2577,0.1002
Rv1279,0.7535
Rv2996c,0.0456
Rv2672,0.1297
Rv2703,0.0673
Rv1223,0.0769
Rv1595,0.1024
Rv0020c,0.0957
Rv0808,0.0263
Rv3107c,0.0846
Rv1621c,0.1404
Rv3211,0.1103
Rv3031,0.0702
Rv0119,0.1426
Rv2916c,0.0452
Rv3396c,0.0593
Rv2154c,0.1051
Rv3049c,0.091
Rv0957,0.0494
Rv2601,0.1137
Rv3799c,0.0286
Rv2223c,0.1358
Rv2224c,0.0642
Rv1007c,0.0562
Rv1410c,0.0875
Rv0768,0.0789
Rv3696c,0.0366
Rv1730c,0.0402
Rv2249c,0.079
Rv3818,0.0706
Rv0174,0.1312
Rv1609,0.0471
Rv2174,0.111
Rv2329c,0.162
Rv3509c,0.0885
Rv2213,0.0694
Rv0171,0.1208
Rv1447c,0.0468
Rv2414c,0.157
Rv0018c,0.1196
Rv2226,0.1398
Rv3484,0.1101
Rv2733c,0.0744
Rv3877,0.1399
Rv2045c,0.1004
Rv1182,0.1385
Rv2157c,0.0866
Rv0753c,0.0454
Rv1032c,0.1448
Rv3009c,0.0362
Rv3698,0.0801
Rv3887c,0.387
Rv2066,0.0657
Rv0001,0.0557
Rv3062,0.1136
Rv3561,0.0787
Rv0458,0.0553
Rv0147,0.1002
Rv1782,0.0746
Rv3598c,0.0552
Rv2315c,0.0768
Rv0846c,0.1654
Rv0982,0.0657
Rv1002c,0.0853
Rv0515,0.144
Rv0336,0.144
Rv2897c,0.0576
Rv1795,0.1163
Rv0160c,0.1907
Rv1760,0.2665
Rv3331,0.1645
Rv0913c,0.0765
Rv0654,0.125
Rv3220c,0.0912
Rv0418,0.1068
Rv3490,0.0892
Rv0794c,0.0855
Rv3267,0.0888
Rv0419,0.1333
Rv2004c,0.3175
Rv1317c,0.0931
Rv3253c,0.0833
Rv3248c,0.0278
Rv1018c,0.0798
Rv3854c,0.0743
Rv1263,0.0997
Rv2725c,0.0588
Rv3895c,0.262
Rv0904c,0.0877
Rv0255c,0.0697
Rv1867,0.1297
Rv3293,0.0811
Rv3011c,0.0438
Rv2152c,0.0608
Rv2852c,0.0999
Rv3303c,0.0444
Rv0143c,0.0712
Rv3059,0.178
Rv0210,0.2319
Rv0087,0.1217
Rv2484c,0.1366
Rv0016c,0.071
Rv2992c,0.0787
Rv1127c,0.1302
Rv1639c,0.3033
Rv2127,0.0663
Rv0086,0.1655
Rv0647c,0.0445
Rv3858c,0.0425
Rv2447c,0.0829
Rv1817,0.0497
Rv3595c,0.4505
Rv0223c,0.0498
Rv1310,0.0206
Rv2155c,0.1414
Rv0565c,0.098
Rv0465c,0.0381
Rv1844c,0.0538
Rv1623c,0.0917
Rv0758,0.1373
Rv2363,0.0662
Rv1619,0.1448
Rv1128c,0.1696
Rv0235c,0.0997
Rv2434c,0.1377
Rv1630,0.0198
Rv2425c,0.0618
Rv3585,0.0815
Rv3869,0.1325
Rv0486,0.0688
Rv2997,0.1125
Rv3907c,0.0674
Rv2440c,0.0498
Rv0697,0.0999
Rv0063,0.0774
Rv1843c,0.0617
Rv2220,0.0231
Rv2920c,0.0726
Rv0537c,0.2329
Rv2320c,0.0945
Rv3685c,0.0986
Rv2251,0.0881
Rv3764c,0.094
Rv0157,0.042
Rv3225c,0.1388
Rv1098c,0.0528
Rv2123,0.2946
Rv1193,0.0966
Rv2888c,0.1314
Rv3433c,0.0664
Rv2988c,0.0435
Rv2247,0.0144
Rv1432,0.302
Rv1477,0.0992
Rv3195,0.1062
Rv0777,0.0569
Rv1617,0.0351
Rv0327c,0.0901
Rv0290,0.1225
Rv1634,0.1178
Rv3450c,0.1707
Rv2522c,0.0547
Rv1659,0.0589
Rv2974c,0.1153
Rv3719,0.0889
Rv0392c,0.05
Rv0696,0.0828
Rv3580c,0.0601
Rv0221,0.2229
Rv0261c,0.1002
Rv0017c,0.0779
Rv3139,0.0779
Rv1802,0.4342
Rv2713,0.0232
Rv1235,0.1153
Rv0509,0.0849
Rv3448,0.3279
Rv3439c,0.3153
Rv2462c,0.1478
Rv1121,0.0913
Rv3257c,0.0838
Rv0296c,0.1025
Rv1077,0.0355
Rv0983,0.0756
Rv0462,0.0495
Rv2357c,0.0386
Rv1537,0.1062
Rv0096,0.2603
Rv3130c,0.3399
Rv1713,0.0485
Rv1854c,0.0394
Rv3882c,0.1302
Rv1900c,0.0973
Rv2178c,0.0424
Rv3254,0.1316
Rv0524,0.0598
Rv1394c,0.5737
Rv3790,0.0572
Rv0069c,0.2167
Rv0291,0.1655
Rv3627c,0.1069
Rv3432c,0.0513
Rv1751,0.1115
Rv3881c,0.3454
Rv0958,0.0295
Rv2855,0.0633
Rv1005c,0.0985
Rv1407,0.0906
Rv2314c,0.0691
Rv2848c,0.096
Rv3106,0.0799
Rv0473,0.0684
Rv1842c,0.1085
Rv3449,0.1947
Rv0955,0.1298
Rv1257c,0.0553
Rv0127,0.1162
Rv0242c,0.049
Rv0169,0.1818
Rv1702c,0.2165
Rv2097c,0.0209
Rv2559c,0.0696
Rv2677c,0.1228
Rv0180c,0.1038
Rv0483,0.0959
Rv3496c,0.0811
Rv3689,0.2264
Rv0764c,0.0583
Rv3227,0.101
Rv1878,0.1209
Rv2731,0.0861
Rv3290c,0.0948
Rv0161,0.1113
Rv3340,0.0446
Rv2589,0.0711
Rv0541c,0.1147
Rv2962c,0.1027
Rv3170,0.0986
Rv3441c,0.0524
Rv0026,0.2647
Rv1330c,0.1003
Rv0729,0.1326
Rv2141c,0.0669
Rv3262,0.0916
Rv3197,0.052
Rv1293,0.0644
Rv0131c,0.0394
Rv3883c,0.0947
Rv1307,0.1135
Rv1923,0.2136
Rv3371,0.2282
Rv1592c,0.1086
Rv2222c,0.0332
Rv0902c,0.0318
Rv2994,0.1515
Rv3150,0.0415
Rv2508c,0.1293
Rv0571c,0.1569
Rv0322,0.0547
Rv1625c,0.1435
Rv2586c,0.1172
Rv0218,0.0953
Rv0732,0.0322
Rv0037c,0.1126
Rv0136,0.1162
Rv1294,0.0389
Rv3148,0.0362
Rv2318,0.116
Rv0243,0.043
Rv3693,0.0863
Rv2836c,0.3007
Rv0412c,0.0948
Rv2041c,0.1099
Rv0449c,0.122
Rv0485,0.0959
Rv3329,0.0638
Rv2681,0.1221
Rv2246,0.0315
Rv1599,0.0725
Rv1880c,0.1801
Rv2782c,0.0537
Rv1568,0.0629
Rv1194c,0.1763
Rv2366c,0.0737
Rv3722c,0.0532
Rv1232c,0.0833
Rv1490,0.5722
Rv0766c,0.1034
Rv3018c,0.3955
Rv0800,0.0878
Rv3545c,0.0673
Rv1095,0.0238
Rv2673,0.0755
Rv2631,0.1093
Rv3704c,0.1315
Rv0357c,0.0427
Rv3630,0.1179
Rv2284,0.2343
Rv0015c,0.0746
Rv0896,0.0409
Rv1159,0.1286
Rv2344c,0.07
Rv1901,0.102
Rv1381,0.0446
Rv2684,0.1113
Rv1023,0.0339
Rv3276c,0.093
Rv0337c,0.0321
Rv1559,0.0421
Rv1497,0.1747
Rv2195,0.0847
Rv2266,0.0835
Rv1771,0.1113
Rv0467,0.0222
Rv1770,0.1208
Rv0924c,0.1226
Rv3229c,0.0909
Rv0447c,0.1274
Rv2181,0.1094
Rv1093,0.0447
Rv1524,0.2118
Rv2457c,0.0057
Rv0994,0.0401
Rv1200,0.303
Rv3703c,0.0852
Rv0845,0.1802
Rv1415,0.0147
Rv1689,0.0648
Rv1808,0.3383
Rv3163c,0.1033
Rv2580c,0.0462
Rv2921c,0.0822
Rv2939,0.0876
Rv1902c,0.0719
Rv0772,0.0802
Rv0227c,0.0893
Rv3709c,0.0265
Rv3720,0.0632
Rv3311,0.1036
Rv1004c,0.5888
Rv1258c,0.1315
Rv2449c,0.1017
Rv3834c,0.061
Rv1391,0.0434
Rv2953,0.0481
Rv1315,0.0119
Rv1464,0.0774
Rv2387,0.1365
Rv0545c,0.088
Rv1277,0.0865
Rv2553c,0.1382
Rv2245,0.0278
Rv3252c,0.1194
Rv3775,0.062
Rv3640c,0.2906
Rv1108c,0.0668
Rv3292,0.0987
Rv2427c,0.0748
Rv3032,0.0517
Rv2242,0.0428
Rv2130c,0.068
Rv1872c,0.0669
Rv1769,0.0933
Rv1125,0.1688
Rv0778,0.1125
Rv3712,0.0631
Rv2870c,0.068
Rv0191,0.1201
Rv3578,0.1154
Rv0914c,0.0752
Rv0204c,0.0483
Rv1437,0.0921
Rv1869c,0.1146
Rv0074,0.1584
Rv1612,0.0491
Rv0490,0.0724
Rv2153c,0.089
Rv3497c,0.0859
Rv3152,0.0674
Rv0975c,0.0619
Rv3339c,0.037
Rv3042c,0.0581
Rv3560c,0.0498
Rv0311,0.1092
Rv3423c,0.0723
Rv1787,0.2697
Rv3255c,0.0807
Rv0561c,0.0784
Rv2518c,0.0702
Rv3786c,0.1524
Rv1631,0.1139
Rv0228,0.0938
Rv2294,0.1227
Rv3212,0.0869
Rv3915,0.0514
Rv0688,0.0716
Rv1797,0.1661
Rv2963,0.0792
Rv0391,0.0451
Rv3532,0.2707
Rv1074c,0.0414
Rv2689c,0.1228
Rv1256c,0.0848
Rv0438c,0.1084
Rv3330,0.0895
Rv2847c,0.0493
Rv0530,0.137
Rv1302,0.0422
Rv1213,0.0141
Rv2869c,0.0844
Rv3446c,0.2601
Rv0589,0.2656
Rv1653,0.074
Rv0154c,0.0491
Rv0368c,0.156
Rv0859,0.0179
Rv1392,0.0239
Rv0002,0.0814
Rv1001,0.0684
Rv3864,0.3085
Rv1627c,0.0501
Rv0173,0.1242
Rv2416c,0.1447
Rv2540c,0.0492
Rv3140,0.0391
Rv3644c,0.0635
Rv2790c,0.0757
Rv3499c,0.0962
Rv1812c,0.1242
Rv0293c,0.1413
Rv1655,0.088
Rv3504,0.04
Rv1807,0.2419
Rv2176,0.1087
Rv3809c,0.0475
Rv3778c,0.0727
Rv1658,0.021
Rv3518c,0.0434
Rv0858c,0.0641
Rv3726,0.4313
Rv1462,0.0809
Rv0269c,0.0934
Rv3671c,0.0848
Rv3604c,0.2341
Rv0694,0.0644
Rv0685,0.0173
Rv2165c,0.125
Rv3359,0.0482
Rv3618,0.0637
Rv0400c,0.0548
Rv0352,0.023
Rv2500c,0.0591
Rv3523,0.0305
Rv2768c,0.1558
Rv3306c,0.0787
Rv3570c,0.0337
Rv2463,0.1115
Rv3272,0.0977
Rv3025c,0.0752
Rv1785c,0.102
Rv1057,0.2874
Rv2495c,0.1003
Rv2625c,0.2195
Rv0889c,0.051
Rv1697,0.035
Rv1238,0.0912
Rv3616c,0.1602
Rv3863,0.1715
Rv3206c,0.0485
Rv3546,0.0587
Rv2352c,0.216
Rv3372,0.1268
Rv0693,0.0603
Rv1196,0.4365
Rv0752c,0.058
Rv3700c,0.1091
Rv1229c,0.0564
Rv0075,0.091
Rv0385,0.0914
Rv2072c,0.1331
Rv3305c,0.047
Rv0823c,0.0403
Rv2896c,0.0957
Rv3274c,0.0202
Rv1323,0.0542
Rv2739c,0.0929
Rv0331,0.0992
Rv0237,0.1729
Rv0972c,0.0476
Rv3565,0.074
Rv1079,0.0536
Rv0575c,0.1096
Rv1212c,0.0939
Rv0951,0.0333
Rv3543c,0.0478
Rv2868c,0.0373
Rv2724c,0.0635
Rv3526,0.036
Rv1569,0.1057
Rv3556c,0.0735
Rv0988,0.1984
Rv3680,0.041
Rv3540c,0.0392
Rv3236c,0.1012
Rv0409,0.1416
Rv0003,0.128
Rv2190c,0.1448
Rv2188c,0.0832
Rv0225,0.0827
Rv3529c,0.0657
Rv3495c,0.1043
Rv1254,0.1132
Rv2259,0.0486
Rv3332,0.1671
Rv3161c,0.1639
Rv2328,0.4353
Rv2373c,0.0502
Rv2951c,0.0639
Rv0260c,0.1296
Rv1488,0.0356
Rv1600,0.0793
Rv0062,0.1608
Rv1887,0.2339
Rv0574c,0.1361
Rv3230c,0.0826
Rv0376c,0.0881
Rv2230c,0.0871
Rv2211c,0.0544
Rv2184c,0.0784
Rv3341,0.0644
Rv2150c,0.0119
Rv0557,0.101
Rv3105c,0.038
Rv1879,0.1097
Rv2610c,0.0911
Rv3168,0.0914
Rv3562,0.0515
Rv0272c,0.0987
Rv1367c,0.0974
Rv1479,0.0398
Rv0501,0.0597
Rv0365c,0.0874
Rv1383,0.0655
Rv2970c,0.1368
Rv3758c,0.1352
Rv0884c,0.0593
Rv1894c,0.0308
Rv2439c,0.0661
Rv0433,0.0391
Rv3531c,0.073
Rv2089c,0.0872
Rv1533,0.0719
Rv2388c,0.0875
Rv3410c,0.0463
Rv0761c,0.0542
Rv0934,0.0709
Rv3169,0.0739
Rv3006,0.0292
Rv1448c,0.0965
Rv3505,0.0925
Rv2454c,0.0526
Rv2981c,0.0654
Rv0505c,0.071
Rv0906,0.1208
Rv0848,0.09
Rv3215,0.1495
Rv2856,0.1052
Rv1260,0.5156
Rv2535c,0.0748
Rv2780,0.0624
Rv1922,0.2014
Rv1157c,0.1099
Rv1106c,0.1418
Rv2915c,0.0906
Rv0932c,0.1073
Rv2192c,0.0846
Rv0182c,0.108
Rv0928,0.1324
Rv0179c,0.1049
Rv1859,0.1219
Rv3071,0.1654
Rv2670c,0.0591
Rv0482,0.1094
Rv0811c,0.1044
Rv3873,0.2092
Rv2210c,0.0531
Rv1729c,0.0553
Rv0205,0.117
Rv2497c,0.0812
Rv3024c,0.0657
Rv3921c,0.084
Rv0155,0.0364
Rv1239c,0.0899
Rv3313c,0.0508
Rv3629c,0.126
Rv2231c,0.1454
Rv2761c,0.2223
Rv2228c,0.1045
Rv0809,0.0566
Rv2200c,0.0596
Rv2064,0.1666
Rv3564,0.0829
Rv1009,0.0768
Rv0542c,0.1001
Rv2538c,0.0564
Rv1178,0.0756
Rv1099c,0.0398
Rv0209,0.2183
Rv2207,0.0884
Rv0869c,0.0923
Rv1607,0.1329
Rv3035,0.1032
Rv2038c,0.1079
Rv1143,0.0781
Rv0132c,0.1287
Rv1295,0.0388
Rv1063c,0.119
Rv3264c,0.0676
Rv2173,0.1292
Rv3575c,0.036
Rv1184c,0.2696
Rv0655,0.0272
Rv0855,0.0721
Rv2156c,0.0315
Rv3044,0.1043
Rv3586,0.0486
Rv3037c,0.12
Rv2138,0.1244
Rv0996,0.1429
Rv0926c,0.0716
Rv2205c,0.0983
Rv3692,0.0473
Rv0502,0.0464
Rv3731,0.0765
Rv3571,0.0681
Rv1299,0.0442
Rv1112,0.0442
Rv2139,0.0735
Rv2678c,0.0763
Rv3785,0.1958
Rv0215c,0.0552
Rv2777c,0.0815
Rv2400c,0.1375
Rv3617,0.0854
Rv0125,0.1705
Rv3553,0.0606
Rv3200c,0.1446
Rv3522,0.0675
Rv1059,0.0547
Rv1202,0.063
Rv3772,0.0697
Rv1665,0.0919
Rv2258c,0.1138
Rv1660,0.0764
Rv1692,0.111
Rv3659c,0.0589
Rv2712c,0.1326
Rv1652,0.0711
Rv2368c,0.0297
Rv3761c,0.0935
Rv1645c,0.0865
Rv2397c,0.0594
Rv2609c,0.1086
Rv3498c,0.0761
Rv3660c,0.1074
Rv3626c,0.1041
Rv0690c,0.1864
Rv1594,0.0568
Rv1589,0.052
Rv2563,0.1117
Rv0830,0.1061
Rv0479c,0.1803
Rv2423,0.1387
Rv2496c,0.0745
Rv2841c,0.0309
Rv3520c,0.0521
Rv3457c,0.0131
Rv0791c,0.1395
Rv3918c,0.0399
Rv1862,0.0723
Rv3045,0.0636
Rv0536,0.0664
Rv1622c,0.0757
Rv0170,0.1296
Rv3684,0.044
Rv3534c,0.0327
Rv3730c,0.0698
Rv3256c,0.1209
Rv3056,0.1166
Rv3651,0.1176
Rv1841c,0.1133
Rv3708c,0.0534
Rv1071c,0.1094
Rv2781c,0.0984
Rv3191c,0.4868
Rv2592c,0.0102
Rv0363c,0.0642
Rv1485,0.1158
Rv3127,0.2017
Rv3419c,0.0511
Rv1333,0.1076
Rv3917c,0.077
Rv2374c,0.0441
Rv3010c,0.0389
Rv3524,0.3576
Rv3843c,0.192
Rv0837c,0.0179
Rv1422,0.0494
Rv3888c,0.1564
Rv1543,0.0627
Rv1649,0.0601
Rv2715,0.081
Rv0564c,0.0387
Rv2568c,0.1028
Rv2578c,0.078
Rv0415,0.0751
Rv0139,0.1083
Rv0885,0.0626
Rv1122,0.1224
Rv1360,0.503
Rv0129c,0.0599
Rv3679,0.0584
Rv3194c,0.0954
Rv3544c,0.1173
Rv2029c,0.2027
Rv1436,0.0319
Rv1409,0.0926
Rv3804c,0.0665
Rv0935,0.0972
Rv0824c,0.106
Rv1138c,0.0948
Rv0216,0.1301
Rv3015c,0.1147
Rv3336c,0.0716
Rv2995c,0.0693
Rv0407,0.0301
Rv3802c,0.1107
Rv2837c,0.1141
Rv3707c,0.0612
Rv1481,0.0298
Rv0562,0.1156
Rv3913,0.0608
Rv3856c,0.0714
Rv1110,0.073
Rv1912c,0.0647
Rv2982c,0.0844
Rv1496,0.0753
Rv2977c,0.1258
Rv3691,0.1736
Rv3001c,0.0519
Rv0998,0.1591
Rv0950c,0.1517
Rv3131,0.2465
Rv2096c,0.0895
Rv1285,0.0316
Rv2025c,0.1092
Rv0292,0.2411
Rv3261,0.0999
Rv2032,0.3279
Rv3464,0.0518
Rv2936,0.0737
Rv2786c,0.0434
Rv3694c,0.1032
Rv2564,0.0918
Rv0265c,0.1044
Rv3228,0.0477
Rv0512,0.0575
Rv3711c,0.1045
Rv1240,0.0343
Rv1188,0.1084
Rv0493c,0.1076
Rv3777,0.1205
Rv0411c,0.0828
Rv0496,0.0552
Rv1454c,0.0981
Rv3670,0.078
Rv3038c,0.0817
Rv1111c,0.2128
Rv1538c,0.1547
Rv0899,0.2536
Rv1017c,0.0217
Rv0230c,0.0466
Rv0728c,0.0958
Rv0553,0.1172
Rv3784,0.0862
Rv1860,0.1743
Rv1283c,0.0819
Rv1300,0.1375
Rv0281,0.1067
Rv1423,0.0233
Rv2410c,0.0394
Rv1886c,0.0707
Rv1208,0.0963
Rv3048c,0.0219
Rv2795c,0.0508
Rv2202c,0.0889
Rv2714,0.05
Rv2707,0.118
Rv0529,0.0736
Rv2037c,0.0661
Rv0929,0.0843
Rv1336,0.0516
Rv3141,0.0756
Rv3625c,0.1093
Rv2710,0.0161
Rv0176,0.335
Rv0149,0.081
Rv3579c,0.0597
Rv0021c,0.7274
Rv3218,0.0896
Rv3701c,0.0918
Rv0377,0.0443
Rv3838c,0.077
Rv3164c,0.0454
Rv1400c,0.1013
Rv1905c,0.1736
Rv3563,0.1243
Rv3166c,0.2696
Rv3683,0.0515
Rv1380,0.0393
Rv1026,0.1077
Rv1399c,0.1322
Rv3028c,0.0344
Rv1708,0.0464
Rv1935c,0.2973
Rv1207,0.0733
Rv0805,0.0861
Rv1201c,0.0401
Rv2263,0.0756
Rv1480,0.0579
Rv0145,0.1282
Rv2985,0.103
Rv1010,0.081
Rv2005c,0.1758
Rv3502c,0.0978
Rv1296,0.0931
Rv0084,0.0709
Rv1647,0.1428
Rv2611c,0.134
Rv1845c,0.0456
Rv1124,0.0986
Rv2095c,0.1021
Rv2413c,0.059
Rv0819,0.1371
Rv3759c,0.1051
Rv2569c,0.0559
Rv1698,0.1198
Rv2727c,0.1011
Rv0117,0.0965
Rv2151c,0.1306
Rv2766c,0.0588
Rv0233,0.091
Rv0548c,0.0246
Rv3634c,0.0545
Rv3767c,0.1235
Rv2905,0.1626
Rv3199c,0.088
Rv0713,0.2424
Rv2236c,0.1387
