Gene Name,Evo Rate
eccCa1,0.0672
icd2,0.0678
ppk1,0.0543
glcB,0.0762
katG,0.0731
recG,0.0959
fadE22,0.0827
glgB,0.0609
Rv2435c,0.1906
Rv1565c,0.1098
espK,0.2549
Rv0435c,0.0957
malQ,0.1121
treX,0.0605
fadB,0.0335
ctpC,0.0477
moeY,0.1314
fusA2,0.0576
fadE34,0.0945
kdpB,0.1727
fadD22,0.1159
fusA1,0.0377
glgE,0.0636
uvrD2,0.0625
tkt,0.0427
Rv2721c,0.2019
Rv1868,0.1394
uvrB,0.0257
Rv2326c,0.1098
dipZ,0.2314
nrdE,0.0266
thrS,0.069
nrdZ,0.0976
ligA,0.0628
bglS,0.1006
pta,0.1113
Rv0111,0.0876
Rv0822c,0.1852
Rv2030c,0.105
nadE,0.0782
pbpB,0.0777
Rv1836c,0.1823
gyrB,0.0457
fadH,0.0729
Rv1084,0.1055
Rv0457c,0.0975
Rv0959,0.0483
accA2,0.0984
Rv3779,0.1744
pknD,0.161
dinG,0.0879
zmp1,0.0911
Rv0102,0.1746
Rv2345,0.1453
Rv2690c,0.0894
priA,0.0824
accA1,0.1017
Rv2455c,0.0543
Rv1364c,0.1216
lepA,0.0247
asnB,0.0555
acs,0.0813
fadE10,0.0831
htpG,0.0862
uvrC,0.0378
Rv0248c,0.0506
Rv0939,0.0998
leuA,0.0558
ggtA,0.0933
aftA,0.0959
Rv2402,0.0324
Rv0083,0.1406
bacA,0.1383
dnaG,0.0947
dxs1,0.0606
Rv0669c,0.1291
fadD32,0.0146
glfT2,0.0556
lpqW,0.0727
nuoL,0.0691
Rv1272c,0.1016
eccA3,0.0857
Rv2850c,0.0654
Rv0492c,0.1112
typA,0.0617
aftB,0.0913
Rv3762c,0.1145
pknH,0.1141
Rv2917,0.081
pknB,0.0532
dnaK,0.0288
glmS,0.0438
sppA,0.1038
fadD31,0.1228
Rv0312,0.2089
fadD29,0.1078
eccA2,0.2636
ilvB1,0.0477
mutA,0.1179
cysN,0.0503
oppD,0.0665
Rv2913c,0.0694
fadE5,0.0399
eccA5,0.0375
mpa,0.0256
fadE15,0.0683
pckA,0.0557
Rv2864c,0.087
rho,0.0753
treS,0.042
accA3,0.0347
fadD15,0.0922
fadD6,0.1047
aspS,0.0389
fadE35,0.0947
betP,0.0665
ephD,0.096
eccCb1,0.0914
Rv1459c,0.109
oppA,0.0823
Rv3635,0.1139
sdhA,0.0245
Rv1431,0.0862
Rv1069c,0.1315
recN,0.1113
Rv2787,0.1345
pyrG,0.041
mycP5,0.1168
glpD2,0.0399
pknI,0.2413
fadD28,0.0774
PE_PGRS11,0.2222
fadD24,0.1884
fadD26,0.1175
Rv2565,0.1682
lpqB,0.0613
Rv1273c,0.0809
oxcA,0.092
treZ,0.0965
plsC,0.1054
Rv1250,0.1909
choD,0.0505
devS,0.1717
fadD21,0.1646
cydC,0.1544
Rv0226c,0.1638
Rv1132,0.0834
ilvD,0.0335
recD,0.1733
fprB,0.1217
eccA1,0.0443
ctaD,0.0239
dosT,0.2217
secD,0.0722
kdpA,0.3576
fadD8,0.0426
fadE4,0.0698
mtrB,0.0426
Rv1318c,0.1458
Rv1006,0.1784
Rv0785,0.0759
mbtA,0.8407
hemD,0.0576
mce4F,0.0964
kstD,0.0602
sirA,0.0361
deaD,0.0823
pdc,0.0763
Rv0051,0.0942
fadD2,0.0822
Rv0976c,0.0679
Rv2752c,0.0377
narH,0.0494
Rv2477c,0.0168
PE_PGRS35,0.2833
Rv2585c,0.1053
cycA,0.1009
Rv1635c,0.1645
PPE2,0.1748
fadD5,0.0866
dop,0.0158
menD,0.0654
Rv3263,0.0863
dlaT,0.0702
pgi,0.0565
nuoM,0.0698
Rv2411c,0.0551
Rv2100,0.2845
mycP2,0.2202
argS,0.0478
atpA,0.0326
Rv3645,0.075
qcrB,0.0246
Rv2800,0.1154
mez,0.1004
fadD19,0.0539
Rv0538,0.2423
accD5,0.0404
Rv0876c,0.0749
Rv1217c,0.1461
dppD,0.1052
thiC,0.0296
fadD35,0.1027
pgmA,0.0587
ilvG,0.078
aglA,0.1111
pks16,0.0671
rocA,0.0521
fadD14,0.0757
Rv1473,0.0393
yjcE,0.1486
fadE8,0.0493
ercc3,0.023
dppA,0.115
fadD10,0.1408
groEL2,0.0181
hsdM,0.1126
emrB,0.1798
groEL1,0.0708
PPE20,0.1601
Rv3811,0.1097
eccB3,0.143
Rv1186c,0.1248
fadD4,0.0874
eccE2,0.3898
PPE3,0.321
murE,0.1216
Rv0897c,0.1262
Rv0552,0.0976
pmmB,0.1221
Rv2052c,0.0903
Rv2510c,0.111
Rv0907,0.1454
cpsY,0.089
fadD17,0.0927
nuoN,0.0863
efpA,0.0505
mce1D,0.1001
accD2,0.0329
guaB2,0.0289
accD1,0.0317
Rv0528,0.084
Rv2577,0.1002
Rv1279,0.7535
serA1,0.0456
Rv2672,0.1297
sigA,0.0673
htrA,0.0769
nadB,0.1024
fhaA,0.0957
purF,0.0263
agpS,0.0846
cydD,0.1404
rhlE,0.1103
Rv3031,0.0702
fadD7,0.1426
ffh,0.0452
guaA,0.0593
ftsW,0.1051
Rv3049c,0.091
purH,0.0494
speE,0.1137
accD4,0.0286
Rv2223c,0.1358
caeA,0.0642
metS,0.0562
Rv1410c,0.0875
aldA,0.0789
glpK,0.0366
Rv1730c,0.0402
glpD1,0.079
Rv3818,0.0706
mce1F,0.1312
trpE,0.0471
mptA,0.111
narK1,0.162
ilvX,0.0885
pepB,0.0694
mce1C,0.1208
zwf2,0.0468
Rv2414c,0.157
pstP,0.1196
Rv2226,0.1398
cpsA,0.1101
Rv2733c,0.0744
eccD1,0.1399
lipT,0.1004
papA3,0.1385
murF,0.0866
mmsA,0.0454
trcS,0.1448
gatB,0.0362
Rv3698,0.0801
eccD2,0.387
cobI,0.0657
dnaA,0.0557
ligB,0.1136
fadD3,0.0787
Rv0458,0.0553
Rv0147,0.1002
eccB5,0.0746
lysS,0.0552
Rv2315c,0.0768
Rv0846c,0.1654
mprB,0.0657
Rv1002c,0.0853
Rv0515,0.144
Rv0336,0.144
Rv2897c,0.0576
eccD5,0.1163
PE4,0.1907
Rv1760,0.2665
sugI,0.1645
Rv0913c,0.0765
Rv0654,0.125
Rv3220c,0.0912
lpqL,0.1068
otsA,0.0892
Rv0794c,0.0855
Rv3267,0.0888
lpqM,0.1333
Rv2004c,0.3175
alkA,0.0931
Rv3253c,0.0833
sahH,0.0278
glmU,0.0798
ethA,0.0743
amiB2,0.0997
hflX,0.0588
eccB2,0.262
accD3,0.0877
cobQ1,0.0697
Rv1867,0.1297
pcd,0.0811
gatA,0.0438
murC,0.0608
mqo,0.0999
lpdA,0.0444
Rv0143c,0.0712
cyp136,0.178
Rv0210,0.2319
hycE,0.1217
Rv2484c,0.1366
pbpA,0.071
gltS,0.0787
ppdK,0.1302
Rv1639c,0.3033
ansP1,0.0663
hycQ,0.1655
Rv0647c,0.0445
gltD,0.0425
folC,0.0829
Rv1817,0.0497
PE_PGRS59,0.4505
Rv0223c,0.0498
atpD,0.0206
murD,0.1414
Rv0565c,0.098
Rv0465c,0.0381
gnd1,0.0538
cydA,0.0917
phoR,0.1373
amiA2,0.0662
Rv1619,0.1448
Rv1128c,0.1696
Rv0235c,0.0997
Rv2434c,0.1377
rpsA,0.0198
Rv2425c,0.0618
radA,0.0815
eccB1,0.1325
mshA,0.0688
Rv2997,0.1125
pcnA,0.0674
obg,0.0498
Rv0697,0.0999
Rv0063,0.0774
guaB1,0.0617
glnA1,0.0231
amt,0.0726
Rv0537c,0.2329
rocE,0.0945
cyp137,0.0986
Rv2251,0.0881
tcrY,0.094
pntB,0.042
Rv3225c,0.1388
fum,0.0528
PPE37,0.2946
fadD36,0.0966
amiC,0.1314
Rv3433c,0.0664
leuC,0.0435
accD6,0.0144
Rv1432,0.302
ripA,0.0992
Rv3195,0.1062
purB,0.0569
pykA,0.0351
cyp135A1,0.0901
eccD3,0.1225
Rv1634,0.1178
eccB4,0.1707
Rv2522c,0.0547
argH,0.0589
Rv2974c,0.1153
Rv3719,0.0889
ndhA,0.05
Rv0696,0.0828
cysS1,0.0601
Rv0221,0.2229
narK3,0.1002
rodA,0.0779
fadE24,0.0779
PPE30,0.4342
sthA,0.0232
lpqY,0.1153
hemA,0.0849
eccD4,0.3279
Rv3439c,0.3153
tig,0.1478
zwf1,0.0913
pmmA,0.0838
Rv0296c,0.1025
cbs,0.0355
pepD,0.0756
lpdC,0.0495
glyS,0.0386
dinX,0.1062
PPE1,0.2603
tgs1,0.3399
engA,0.0485
ndh,0.0394
eccE1,0.1302
lipJ,0.0973
aroG,0.0424
Rv3254,0.1316
hemL,0.0598
cyp132,0.5737
dprE1,0.0572
sdaA,0.2167
mycP3,0.1655
Rv3627c,0.1069
gadB,0.0513
Rv1751,0.1115
espB,0.3454
Rv0958,0.0295
mtr,0.0633
pabB,0.0985
fmu,0.0906
Rv2314c,0.0691
cobB,0.096
fprA,0.0799
Rv0473,0.0684
Rv1842c,0.1085
mycP4,0.1947
Rv0955,0.1298
Rv1257c,0.0553
mak,0.1162
fabG4,0.049
mce1A,0.1818
Rv1702c,0.2165
pafA,0.0209
Rv2559c,0.0696
hemY,0.1228
Rv0180c,0.1038
lprQ,0.0959
mce4D,0.0811
Rv3689,0.2264
cyp51,0.0583
aroA,0.101
glnA3,0.1209
Rv2731,0.0861
lat,0.0948
Rv0161,0.1113
metC,0.0446
gabT,0.0711
Rv0541c,0.1147
Rv2962c,0.1027
aofH,0.0986
mrsA,0.0524
Rv0026,0.2647
pncB1,0.1003
xylB,0.1326
Rv2141c,0.0669
fbiB,0.0916
Rv3197,0.052
lysA,0.0644
fadE1,0.0394
mycP1,0.0947
atpH,0.1135
lipD,0.2136
Rv3371,0.2282
Rv1592c,0.1086
glnA2,0.0332
prrB,0.0318
Rv2994,0.1515
nuoF,0.0415
Rv2508c,0.1293
Rv0571c,0.1569
udgA,0.0547
cya,0.1435
secF,0.1172
Rv0218,0.0953
secY,0.0322
Rv0037c,0.1126
cyp138,0.1162
thrA,0.0389
nuoD,0.0362
uspC,0.116
fadA2,0.043
Rv3693,0.0863
dinF,0.3007
Rv0412c,0.0948
Rv2041c,0.1099
Rv0449c,0.122
Rv0485,0.0959
Rv3329,0.0638
Rv2681,0.1221
kasB,0.0315
hisD,0.0725
cyp140,0.1801
pepR,0.0537
bioA,0.0629
Rv1194c,0.1763
Rv2366c,0.0737
Rv3722c,0.0532
Rv1232c,0.0833
Rv1490,0.5722
cyp123,0.1034
PPE46,0.3955
pepC,0.0878
cyp125,0.0673
phoH2,0.0238
aftC,0.0755
Rv2631,0.1093
gshA,0.1315
purA,0.0427
Rv3630,0.1179
lipM,0.2343
pknA,0.0746
gltA2,0.0409
pimE,0.1286
dgt,0.07
cinA,0.102
pyrC,0.0446
arsA,0.1113
eno,0.0339
purK,0.093
aspC,0.0321
ilvA,0.0421
lipL,0.1747
qcrA,0.0847
cyp124,0.0835
Rv1771,0.1113
icl1,0.0222
Rv1770,0.1208
mntH,0.1226
desA3,0.0909
ufaA1,0.1274
Rv2181,0.1094
glyA1,0.0447
Rv1524,0.2118
clpX,0.0057
moeA1,0.0401
Rv1200,0.303
Rv3703c,0.0852
Rv0845,0.1802
ribA2,0.0147
tyrS,0.0648
PPE32,0.3383
Rv3163c,0.1033
hisS,0.0462
ftsY,0.0822
papA5,0.0876
nanT,0.0719
purD,0.0802
Rv0227c,0.0893
ask,0.0265
Rv3720,0.0632
Rv3311,0.1036
Rv1004c,0.5888
Rv1258c,0.1315
Rv2449c,0.1017
serS,0.061
dfp,0.0434
Rv2953,0.0481
murA,0.0119
csd,0.0774
Rv2387,0.1365
pitA,0.088
Rv1277,0.0865
Rv2553c,0.1382
kasA,0.0278
alkB,0.1194
lipE,0.062
Rv3640c,0.2906
xseA,0.0668
Rv3292,0.0987
proA,0.0748
Rv3032,0.0517
Rv2242,0.0428
mshC,0.068
lldD2,0.0669
Rv1769,0.0933
Rv1125,0.1688
cyp126,0.1125
Rv3712,0.0631
dxr,0.068
Rv0191,0.1201
arsB2,0.1154
Rv0914c,0.0752
Rv0204c,0.0483
pgk,0.0921
Rv1869c,0.1146
Rv0074,0.1584
trpB,0.0491
senX3,0.0724
murG,0.089
mce4C,0.0859
nuoH,0.0674
fadE13,0.0619
icd1,0.037
serB2,0.0581
fadE30,0.0498
Rv0311,0.1092
alr,0.0723
PPE25,0.2697
manA,0.0807
Rv0561c,0.0784
ldtB,0.0702
Rv3786c,0.1524
coaE,0.1139
Rv0228,0.0938
Rv2294,0.1227
Rv3212,0.0869
Rv3915,0.0514
Rv0688,0.0716
eccE5,0.1661
Rv2963,0.0792
metZ,0.0451
PPE61,0.2707
fadA3,0.0414
Rv2689c,0.1228
cyp130,0.0848
moeA2,0.1084
dacB1,0.0895
cysG,0.0493
Rv0530,0.137
rfe,0.0422
glgC,0.0141
rip,0.0844
Rv3446c,0.2601
mce2A,0.2656
argJ,0.074
fadE2,0.0491
Rv0368c,0.156
fadA,0.0179
metK,0.0239
dnaN,0.0814
arcA,0.0684
espE,0.3085
Rv1627c,0.0501
lprK,0.1242
eis,0.1447
aroF,0.0492
fadE23,0.0391
Rv3644c,0.0635
ltp1,0.0757
mce4A,0.0962
Rv1812c,0.1242
Rv0293c,0.1413
argD,0.088
fadE26,0.04
PPE31,0.2419
pknL,0.1087
glf,0.0475
Rv3778c,0.0727
argG,0.021
cyp142,0.0434
dapC,0.0641
Rv3726,0.4313
Rv1462,0.0809
Rv0269c,0.0934
Rv3671c,0.0848
Rv3604c,0.2341
lldD1,0.0644
tuf,0.0173
Rv2165c,0.125
Rv3359,0.0482
Rv3618,0.0637
fadE7,0.0548
dnaJ1,0.023
fadE19,0.0591
ltp3,0.0305
PPE43,0.1558
amiB1,0.0787
hsaA,0.0337
lipP,0.1115
Rv3272,0.0977
iscS,0.0752
cyp143,0.102
Rv1057,0.2874
bkdC,0.1003
Rv2625c,0.2195
citA,0.051
Rv1697,0.035
sugC,0.0912
espA,0.1602
Rv3863,0.1715
moeB1,0.0485
fadA5,0.0587
PPE38,0.216
otsB2,0.1268
pqqE,0.0603
PPE18,0.4365
fadE9,0.058
Rv3700c,0.1091
mrp,0.0564
Rv0075,0.091
Rv0385,0.0914
cobL,0.1331
amiA1,0.047
Rv0823c,0.0403
Rv2896c,0.0957
fadE25,0.0202
fadA4,0.0542
Rv2739c,0.0929
Rv0331,0.0992
lpqI,0.1729
fadE12,0.0476
aspB,0.074
metB,0.0536
Rv0575c,0.1096
glgA,0.0939
sucC,0.0333
fadE29,0.0478
gcpE,0.0373
fadE20,0.0635
kshA,0.036
bioF1,0.1057
fadA6,0.0735
Rv0988,0.1984
Rv3680,0.041
ltp2,0.0392
Rv3236c,0.1012
ackA,0.1416
recF,0.128
Rv2190c,0.1448
pimB,0.0832
Rv0225,0.0827
Rv3529c,0.0657
lprN,0.1043
Rv1254,0.1132
mscR,0.0486
nagA,0.1671
Rv3161c,0.1639
PE23,0.4353
dnaJ2,0.0502
Rv2951c,0.0639
Rv0260c,0.1296
Rv1488,0.0356
hisC1,0.0793
celA1,0.1608
Rv1887,0.2339
Rv0574c,0.1361
Rv3230c,0.0826
Rv0376c,0.0881
Rv2230c,0.0871
gcvT,0.0544
Rv2184c,0.0784
metA,0.0644
ftsZ,0.0119
mgtA,0.101
prfB,0.038
Rv1879,0.1097
pimA,0.0911
Rv3168,0.0914
fadE31,0.0515
Rv0272c,0.0987
Rv1367c,0.0974
moxR1,0.0398
galE2,0.0597
Rv0365c,0.0874
carA,0.0655
lipN,0.1368
proV,0.1352
serC,0.0593
Rv1894c,0.0308
proB,0.0661
Rv0433,0.0391
Rv3531c,0.073
pepE,0.0872
Rv1533,0.0719
hemN,0.0875
guaB3,0.0463
adhB,0.0542
pstS1,0.0709
Rv3169,0.0739
lppZ,0.0292
tal,0.0965
fadE27,0.0925
Rv2454c,0.0526
ddlA,0.0654
serB1,0.071
Rv0906,0.1208
cysK2,0.09
entC,0.1495
nicT,0.1052
Rv1260,0.5156
pepQ,0.0748
ald,0.0624
Rv1922,0.2014
Rv1157c,0.1099
Rv1106c,0.1418
Rv2915c,0.0906
pstS2,0.1073
trpD,0.0846
sigG,0.108
pstS3,0.1324
lprO,0.1049
modC,0.1219
Rv3071,0.1654
Rv2670c,0.0591
murB,0.1094
Rv0811c,0.1044
PPE68,0.2092
ilvE,0.0531
Rv1729c,0.0553
Rv0205,0.117
bkdA,0.0812
trmU,0.0657
Rv3921c,0.084
pntAa,0.0364
corA,0.0899
add,0.0508
Rv3629c,0.126
cobC,0.1454
hsdS,0.2223
Rv2228c,0.1045
purM,0.0566
ctaC,0.0596
cobG,0.1666
fadE33,0.0829
rpfB,0.0768
menE,0.1001
aroB,0.0564
Rv1178,0.0756
glpX,0.0398
Rv0209,0.2183
cobT,0.0884
moaA2,0.0923
chaA,0.1329
Rv3035,0.1032
Rv2038c,0.1079
mcr,0.0781
fgd2,0.1287
thrC,0.0388
Rv1063c,0.119
manB,0.0676
idsA2,0.1292
Rv3575c,0.036
Rv1184c,0.2696
mkl,0.0272
far,0.0721
murX,0.0315
fecB,0.1043
Rv3586,0.0486
Rv3037c,0.12
lppL,0.1244
Rv0996,0.1429
Rv0926c,0.0716
Rv2205c,0.0983
moxR2,0.0473
Rv0502,0.0464
ligC,0.0765
kshB,0.0681
prfA,0.0442
Rv1112,0.0442
pyrD,0.0735
hemE,0.0763
Rv3785,0.1958
fadE3,0.0552
Rv2777c,0.0815
subI,0.1375
ephA,0.0854
pepA,0.1705
Rv3553,0.0606
Rv3200c,0.1446
ltp4,0.0675
Rv1059,0.0547
dapE,0.063
hisC2,0.0697
pks11,0.0919
Rv2258c,0.1138
pks10,0.0764
Rv1692,0.111
Rv3659c,0.0589
Rv2712c,0.1326
argC,0.0711
phoH1,0.0297
fadE36,0.0935
Rv1645c,0.0865
cysA1,0.0594
Rv2609c,0.1086
mce4B,0.0761
Rv3660c,0.1074
Rv3626c,0.1041
Rv0690c,0.1864
nadA,0.0568
bioB,0.052
Rv2563,0.1117
Rv0830,0.1061
Rv0479c,0.1803
Rv2423,0.1387
bkdB,0.0745
nusA,0.0309
Rv3520c,0.0521
rpoA,0.0131
Rv0791c,0.1395
parA,0.0399
adhA,0.0723
adhC,0.0636
galE3,0.0664
cydB,0.0757
mce1B,0.1296
Rv3684,0.044
hsaF,0.0327
Rv3730c,0.0698
Rv3256c,0.1209
dinP,0.1166
Rv3651,0.1176
Rv1841c,0.1133
asd,0.0534
echA9,0.1094
Rv2781c,0.0984
Rv3191c,0.4868
ruvB,0.0102
fba,0.0642
hemZ,0.1158
Rv3127,0.2017
gcp,0.0511
Rv1333,0.1076
parB,0.077
hrcA,0.0441
pfkA,0.0389
Rv3524,0.3576
Rv3843c,0.192
Rv0837c,0.0179
Rv1422,0.0494
Rv3888c,0.1564
Rv1543,0.0627
pheS,0.0601
Rv2715,0.081
gpdA1,0.0387
Rv2568c,0.1028
Rv2578c,0.078
thiO,0.0751
Rv0139,0.1083
Rv0885,0.0626
gnd2,0.1224
Rv1360,0.503
fbpC,0.0599
Rv3679,0.0584
Rv3194c,0.0954
fadE28,0.1173
pfkB,0.2027
gap,0.0319
ribG,0.0926
fbpA,0.0665
pstC1,0.0972
desA1,0.106
Rv1138c,0.0948
Rv0216,0.1301
Rv3015c,0.1147
trpS,0.0716
leuB,0.0693
fgd1,0.0301
Rv3802c,0.1107
Rv2837c,0.1141
Rv3707c,0.0612
Rv1481,0.0298
grcC1,0.1156
trxB2,0.0608
Rv3856c,0.0714
lytB2,0.073
fadB5,0.0647
gpdA2,0.0844
Rv1496,0.0753
thiL,0.1258
Rv3691,0.1736
ilvC,0.0519
Rv0998,0.1591
Rv0950c,0.1517
Rv3131,0.2465
pafB,0.0895
cysD,0.0316
Rv2025c,0.1092
eccE3,0.2411
fbiA,0.0999
acg,0.3279
rmlB,0.0518
drrA,0.0737
ribF,0.0434
Rv3694c,0.1032
glnQ,0.0918
Rv0265c,0.1044
Rv3228,0.0477
hemB,0.0575
dnaQ,0.1045
mdh,0.0343
Rv1188,0.1084
Rv0493c,0.1076
Rv3777,0.1205
glnH,0.0828
Rv0496,0.0552
qor,0.0981
ephE,0.078
Rv3038c,0.0817
Rv1111c,0.2128
ansA,0.1547
ompA,0.2536
prsA,0.0217
php,0.0466
serA2,0.0958
menC,0.1172
Rv3784,0.0862
apa,0.1743
oppB,0.0819
hemK,0.1375
Rv0281,0.1067
whiA,0.0233
Rv2410c,0.0394
fbpB,0.0707
gpgS,0.0963
nrdF2,0.0219
Rv2795c,0.0508
adoK,0.0889
Rv2714,0.05
Rv2707,0.118
ccsA,0.0736
Rv2037c,0.0661
pstC2,0.0843
cysM,0.0516
fadB4,0.0756
mesJ,0.1093
sigB,0.0161
Rv0176,0.335
Rv0149,0.081
Rv3579c,0.0597
Rv0021c,0.7274
Rv3218,0.0896
Rv3701c,0.0918
Rv0377,0.0443
pheA,0.077
moxR3,0.0454
lipI,0.1013
aao,0.1736
fadE32,0.1243
Rv3166c,0.2696
Rv3683,0.0515
pyrB,0.0393
Rv1026,0.1077
nlhH,0.1322
fixB,0.0344
Rv1708,0.0464
echA13,0.2973
folP2,0.0733
Rv0805,0.0861
dapD,0.0401
Rv2263,0.0756
Rv1480,0.0579
Rv0145,0.1282
mutT1,0.103
ksgA,0.081
Rv2005c,0.1758
Rv3502c,0.0978
thrB,0.0931
hycD,0.0709
Rv1647,0.1428
Rv2611c,0.134
blaR,0.0456
ephC,0.0986
pafC,0.1021
Rv2413c,0.059
mshD,0.1371
proX,0.1051
Rv2569c,0.0559
mctB,0.1198
miaA,0.1011
oxyS,0.0965
ftsQ,0.1306
Rv2766c,0.0588
nrdB,0.091
menB,0.0246
galE1,0.0545
Rv3767c,0.1235
lppW,0.1626
nudC,0.088
Rv0713,0.2424
cobD,0.1387
Rv1458c,0.043
coaA,0.0317
Rv2282c,0.226
fmt,0.0764
echA4,0.0352
sigJ,0.1133
lipA,0.0467
Rv1218c,0.0646
Rv1701,0.0539
Rv3542c,0.0765
Rv0439c,0.1052
Rv3695,0.101
cysK1,0.0641
Rv1456c,0.0765
Rv0146,0.1097
mtc28,0.1911
Rv0497,0.2515
panC,0.0952
hemC,0.0562
Rv2776c,0.0856
Rv2252,0.1257
PE12,0.2586
ctaB,0.0748
pstA1,0.107
Rv3104c,0.1444
Rv0142,0.11
tatC,0.0388
iunH,0.1318
dppB,0.0514
Rv1540,0.0333
ppiB,0.117
Rv3787c,0.1467
Rv1357c,0.1556
Rv3075c,0.0581
Rv1823,0.1106
sugA,0.0681
blaC,0.2214
argF,0.0649
Rv1855c,0.1602
ppnK,0.0434
ispE,0.0415
cdsA,0.1563
galU,0.0502
mbtJ,0.1588
Rv0276,0.1508
Rv3300c,0.1063
atpG,0.0558
Rv1191,0.0736
glfT1,0.0648
rmlD,0.1132
mutY,0.1157
lpqC,0.1671
Rv3548c,0.0649
echA2,0.0309
rbsK,0.1665
Rv0007,0.1859
Rv1324,0.1238
Rv3521,0.0794
Rv0954,0.2212
hsaG,0.0485
sucD,0.0386
opcA,0.0473
Rv0774c,0.11
Rv1985c,0.1557
mshB,0.1334
Rv3603c,0.0688
uspA,0.0897
bpoA,0.1213
Rv2323c,0.1174
ubiA,0.0787
mmuM,0.1127
Rv0428c,0.182
fabD,0.0738
Rv0650,0.1031
cmaA2,0.0919
Rv0381c,0.1286
Rv2277c,0.1148
tyrA,0.1021
pstA2,0.0925
wbbL1,0.0625
Rv1050,0.6331
mmaA4,0.0357
Rv2216,0.0665
lipG,0.1321
Rv1421,0.0251
Rv2688c,0.1173
Rv2172c,0.0869
Rv2729c,0.15
Rv0519c,0.0972
dapA,0.0595
Rv2040c,0.0659
erg3,0.085
Rv2296,0.0803
Rv3034c,0.0459
hsaC,0.0479
tesB1,0.0595
Rv1833c,0.0774
Rv0263c,0.1341
era,0.0685
Rv1794,0.0233
Rv3196,0.089
fbpD,0.1136
udgB,0.0723
hpx,0.1242
mmpS3,0.1537
snzP,0.0323
Rv0712,0.0889
sapM,0.1173
Rv0045c,0.0959
Rv0370c,0.0606
xerC,0.0652
truB,0.128
purC,0.0697
TB31.7,0.1538
ftsX,0.0889
Rv2415c,0.1774
sseA,0.055
lipU,0.1011
Rv3714c,0.2483
Rv0495c,0.0558
Rv2361c,0.0644
Rv2751,0.0672
proC,0.0871
espG3,0.1284
ppk2,0.0808
yrbE1B,0.065
Rv2180c,0.1281
Rv0770,0.1098
Rv3406,0.0975
mmsB,0.085
Rv0315,0.1144
Rv0547c,0.0982
Rv2026c,0.2636
argB,0.0371
lepB,0.1242
Rv2575,0.0869
mmaA3,0.0908
menA,0.091
Rv3205c,0.0541
Rv3551,0.0636
Rv1825,0.0896
Rv2125,0.0651
Rv2319c,0.1828
Rv2426c,0.0196
Rv0499,0.1121
dacB2,0.0815
hsaD,0.032
Rv1096,0.0693
prcB,0.0796
oppC,0.0819
xthA,0.0553
suhB,0.1186
sigI,0.6639
htdY,0.0885
Rv0812,0.1063
Rv0097,0.1172
fpg,0.078
Rv3335c,0.1869
drrB,0.2118
Rv0048c,0.1491
Rv3555c,0.1206
dapF,0.1213
mca,0.0748
Rv3577,0.0895
Rv0953c,0.0739
Rv0881,0.0845
Rv0940c,0.0847
rmlA,0.0568
