id	dN	dS	id_symbol
Rv2748c	0.0796	1.0318	ftsK
Rv0338c	0.0921	1.4923	Rv0338c
Rv0584	0.1393	1.5939	Rv0584
Rv2448c	0.0615	1.1384	valS
Rv1278	0.1709	1.1428	Rv1278
Rv1747	0.0871	1.0056	Rv1747
Rv1328	0.0752	1.1118	glgP
Rv2467	0.0697	1.0234	pepN
Rv1028c	0.1205	1.9374	kdpD
Rv1173	0.0457	1.0243	fbiC
Rv0987	0.2073	1.0026	Rv0987
Rv2047c	0.1266	1.1787	Rv2047c
Rv0252	0.0481	1.1185	nirB
Rv3596c	0.0116	0.8399	clpC1
Rv0384c	0.0405	1.458	clpB
Rv1461	0.0618	1.751	Rv1461
Rv0006	0.0319	1.154	gyrA
Rv1650	0.0917	1.0732	pheT
Rv3682	0.0416	1.3116	ponA2
Rv2918c	0.143	0.8928	glnD
Rv1821	0.0472	1.3048	secA2
Rv3151	0.0742	1.2084	nuoG
Rv3909	0.1351	1.0413	Rv3909
Rv0373c	0.0281	1.0963	Rv0373c
Rv0908	0.1104	1.2539	ctpE
Rv0585c	0.0993	1.1612	Rv0585c
Rv2583c	0.0243	0.8437	relA
Rv2737c	0.393	74.571	recA
Rv2482c	0.0851	1.2092	plsB2
Rv0663	0.2336	91.7301	atsD
Rv3401	0.0429	0.8624	Rv3401
Rv2900c	0.0631	1.0126	fdhF
Rv1866	0.1259	1.1027	Rv1866
Rv3649	0.0848	0.9933	Rv3649
Rv0969	0.0988	1.3624	ctpV
Rv0949	0.0607	1.1522	uvrD1
Rv1563c	0.1399	1.1376	treY
Rv3273	0.1434	0.936	Rv3273
Rv0197	0.0784	1.3174	Rv0197
Rv0103c	0.1131	1.4841	ctpB
Rv3610c	0.0396	1.1546	ftsH
Rv1133c	0.0783	1.2721	metE
Rv0938	0.1041	1.0771	ligD
Rv3063	0.1327	1.4138	cstA
Rv0862c	0.1049	0.8727	Rv0862c
Rv0803	0.0346	1.0571	purL
Rv2783c	0.0291	1.0957	gpsI
Rv1493	0.0506	1.1242	mutB
Rv0410c	0.0647	0.8306	pknG
Rv3870	0.0672	1.0071	eccCa1
Rv0066c	0.0678	1.1918	icd2
Rv2984	0.0543	0.7985	ppk1
Rv1837c	0.0762	1.7741	glcB
Rv1908c	0.0731	1.1992	katG
Rv2973c	0.0959	1.1275	recG
Rv3061c	0.0827	1.38	fadE22
Rv1326c	0.0609	0.9865	glgB
Rv2435c	0.1906	1.1421	Rv2435c
Rv1565c	0.1098	1.4197	Rv1565c
Rv3879c	0.2549	1.5319	espK
Rv0435c	0.0957	1.109	Rv0435c
Rv1781c	0.1121	1.1229	malQ
Rv1564c	0.0605	1.1323	treX
Rv0860	0.0335	1.0436	fadB
Rv3270	0.0477	1.1345	ctpC
Rv1355c	0.1314	0.6311	moeY
Rv0120c	0.0576	0.9872	fusA2
Rv3573c	0.0945	1.3091	fadE34
Rv1030	0.1727	77.6026	kdpB
Rv2948c	0.1159	0.616	fadD22
Rv0684	0.0377	1.3743	fusA1
Rv1327c	0.0636	0.9024	glgE
Rv3198c	0.0625	1.1626	uvrD2
Rv1449c	0.0427	1.13	tkt
Rv2721c	0.2019	1.2255	Rv2721c
Rv1868	0.1394	1.1415	Rv1868
Rv1633	0.0257	1.0405	uvrB
Rv2326c	0.1098	0.956	Rv2326c
Rv2874	0.2314	77.0027	dipZ
Rv3051c	0.0266	1.0957	nrdE
Rv2614c	0.069	1.1186	thrS
Rv0570	0.0976	1.2066	nrdZ
Rv3014c	0.0628	1.1803	ligA
Rv0186	0.1006	1.0489	bglS
Rv0408	0.1113	1.1484	pta
Rv0111	0.0876	1.2013	Rv0111
Rv0822c	0.1852	1.4784	Rv0822c
Rv2030c	0.105	2.7632	Rv2030c
Rv2438c	0.0782	1.627	nadE
Rv2163c	0.0777	1.0335	pbpB
Rv1836c	0.1823	1.1841	Rv1836c
Rv0005	0.0457	1.5517	gyrB
Rv1175c	0.0729	1.0588	fadH
Rv1084	0.1055	0.9853	Rv1084
Rv0457c	0.0975	1.0561	Rv0457c
Rv0959	0.0483	0.783	Rv0959
Rv0973c	0.0984	1.1602	accA2
Rv3779	0.1744	1.4176	Rv3779
Rv0931c	0.161	1.4032	pknD
Rv1329c	0.0879	0.9275	dinG
Rv0198c	0.0911	1.2834	zmp1
Rv0102	0.1746	1.1976	Rv0102
Rv2345	0.1453	0.9939	Rv2345
Rv2690c	0.0894	1.377	Rv2690c
Rv1402	0.0824	0.9821	priA
Rv2501c	0.1017	1.2459	accA1
Rv2455c	0.0543	0.9692	Rv2455c
Rv1364c	0.1216	1.0611	Rv1364c
Rv2404c	0.0247	1.4227	lepA
Rv2201	0.0555	1.1102	asnB
Rv3667	0.0813	0.9908	acs
Rv0873	0.0831	1.0836	fadE10
Rv2299c	0.0862	1.3741	htpG
Rv1420	0.0378	0.9443	uvrC
Rv0248c	0.0506	1.0694	Rv0248c
Rv0939	0.0998	1.2298	Rv0939
Rv3710	0.0558	1.248	leuA
Rv0773c	0.0933	1.0195	ggtA
Rv3792	0.0959	1.156	aftA
Rv2402	0.0324	1.091	Rv2402
Rv0083	0.1406	1.1013	Rv0083
Rv1819c	0.1383	2.1391	bacA
Rv2343c	0.0947	1.4138	dnaG
Rv2682c	0.0606	1.0597	dxs1
Rv0669c	0.1291	0.8557	Rv0669c
Rv3801c	0.0146	0.7792	fadD32
Rv3808c	0.0556	1.0693	glfT2
Rv1166	0.0727	0.9896	lpqW
Rv3156	0.0691	1.1334	nuoL
Rv1272c	0.1016	0.8478	Rv1272c
Rv0282	0.0857	1.1666	eccA3
Rv2850c	0.0654	1.0323	Rv2850c
Rv0492c	0.1112	1.2267	Rv0492c
Rv1165	0.0617	1.5265	typA
Rv3805c	0.0913	0.9303	aftB
Rv3762c	0.1145	1.7077	Rv3762c
Rv1266c	0.1141	1.6858	pknH
Rv2917	0.081	1.1786	Rv2917
Rv0014c	0.0532	1.2766	pknB
Rv0350	0.0288	1.1948	dnaK
Rv3436c	0.0438	1.0567	glmS
Rv0724	0.1038	0.952	sppA
Rv1925	0.1228	1.0694	fadD31
Rv0312	0.2089	1.1672	Rv0312
Rv2950c	0.1078	0.6242	fadD29
Rv3884c	0.2636	74.8492	eccA2
Rv3003c	0.0477	1.3158	ilvB1
Rv1492	0.1179	1.2168	mutA
Rv1286	0.0503	0.9676	cysN
Rv1281c	0.0665	1.0939	oppD
Rv2913c	0.0694	1.2558	Rv2913c
Rv0244c	0.0399	1.2944	fadE5
Rv1798	0.0375	1.2891	eccA5
Rv2115c	0.0256	0.8225	mpa
Rv1467c	0.0683	1.1109	fadE15
Rv0211	0.0557	1.549	pckA
Rv2864c	0.087	1.1112	Rv2864c
Rv1297	0.0753	0.9786	rho
Rv0126	0.042	0.9967	treS
Rv3285	0.0347	1.2804	accA3
Rv2187	0.0922	1.0937	fadD15
Rv1206	0.1047	0.9541	fadD6
Rv2572c	0.0389	0.9729	aspS
Rv3797	0.0947	1.3673	fadE35
Rv0917	0.0665	0.8256	betP
Rv2214c	0.096	1.2893	ephD
Rv3871	0.0914	0.8584	eccCb1
Rv1459c	0.109	0.9562	Rv1459c
Rv1280c	0.0823	1.3672	oppA
Rv3635	0.1139	1.1712	Rv3635
Rv3318	0.0245	1.2984	sdhA
Rv1431	0.0862	1.3228	Rv1431
Rv1069c	0.1315	1.0054	Rv1069c
Rv1696	0.1113	1.132	recN
Rv2787	0.1345	0.7046	Rv2787
Rv1699	0.041	1.1971	pyrG
Rv1796	0.1168	1.1447	mycP5
Rv3302c	0.0399	0.9676	glpD2
Rv2914c	0.2413	1.7369	pknI
Rv2941	0.0774	0.5313	fadD28
Rv0754	0.2222	0.6117	PE_PGRS11
Rv1529	0.1884	0.8279	fadD24
Rv2930	0.1175	0.8096	fadD26
Rv2565	0.1682	0.8057	Rv2565
Rv3244c	0.0613	1.0596	lpqB
Rv1273c	0.0809	1.095	Rv1273c
Rv0118c	0.092	1.5236	oxcA
Rv1562c	0.0965	0.9476	treZ
Rv2483c	0.1054	1.2286	plsC
Rv1250	0.1909	1.1593	Rv1250
Rv3409c	0.0505	0.9733	choD
Rv3132c	0.1717	1.5435	devS
Rv1185c	0.1646	1.0314	fadD21
Rv1620c	0.1544	1.0396	cydC
Rv0226c	0.1638	1.3637	Rv0226c
Rv1132	0.0834	1.429	Rv1132
Rv0189c	0.0335	0.9203	ilvD
Rv0629c	0.1733	1.4067	recD
Rv0886	0.1217	1.2034	fprB
Rv3868	0.0443	1.1463	eccA1
Rv3043c	0.0239	0.9426	ctaD
Rv2027c	0.2217	2.8807	dosT
Rv2587c	0.0722	0.9172	secD
Rv1029	0.3576	46.5936	kdpA
Rv0551c	0.0426	0.9312	fadD8
Rv0231	0.0698	1.3989	fadE4
Rv3245c	0.0426	1.021	mtrB
Rv1318c	0.1458	1.0714	Rv1318c
Rv1006	0.1784	1.3298	Rv1006
Rv0785	0.0759	0.9999	Rv0785
Rv2384	0.8407	13.1618	mbtA
Rv0511	0.0576	0.8844	hemD
Rv3494c	0.0964	0.9044	mce4F
Rv3537	0.0602	1.2876	kstD
Rv2391	0.0361	0.9017	sirA
Rv1253	0.0823	0.932	deaD
Rv0853c	0.0763	1.3165	pdc
Rv0051	0.0942	1.0006	Rv0051
Rv0270	0.0822	1.2133	fadD2
Rv0976c	0.0679	1.4803	Rv0976c
Rv2752c	0.0377	0.9333	Rv2752c
Rv1162	0.0494	0.9424	narH
Rv2477c	0.0168	1.0844	Rv2477c
Rv1983	0.2833	0.7514	PE_PGRS35
Rv2585c	0.1053	1.3153	Rv2585c
Rv1704c	0.1009	1.2307	cycA
Rv1635c	0.1645	1.4629	Rv1635c
Rv0256c	0.1748	0.7026	PPE2
Rv0166	0.0866	0.9611	fadD5
Rv2112c	0.0158	0.9011	dop
Rv0555	0.0654	0.9847	menD
Rv3263	0.0863	1.0742	Rv3263
Rv2215	0.0702	1.3196	dlaT
Rv0946c	0.0565	0.8601	pgi
Rv3157	0.0698	0.8952	nuoM
Rv2411c	0.0551	1.2734	Rv2411c
Rv2100	0.2845	2.5953	Rv2100
Rv3886c	0.2202	58.0198	mycP2
Rv1292	0.0478	1.0095	argS
Rv1308	0.0326	0.8535	atpA
Rv3645	0.075	0.889	Rv3645
Rv2196	0.0246	1.0925	qcrB
Rv2800	0.1154	1.1076	Rv2800
Rv2332	0.1004	1.0811	mez
Rv3515c	0.0539	1.633	fadD19
Rv0538	0.2423	3.8923	Rv0538
Rv3280	0.0404	1.2116	accD5
Rv0876c	0.0749	1.0329	Rv0876c
Rv1217c	0.1461	1.399	Rv1217c
Rv3663c	0.1052	1.1918	dppD
Rv0423c	0.0296	1.0685	thiC
Rv2505c	0.1027	1.2249	fadD35
Rv3068c	0.0587	1.1361	pgmA
Rv1820	0.078	1.1351	ilvG
Rv2471	0.1111	0.8763	aglA
Rv1013	0.0671	3.0468	pks16
Rv1187	0.0521	0.9752	rocA
Rv1058	0.0757	1.0527	fadD14
Rv1473	0.0393	0.899	Rv1473
Rv2287	0.1486	1.2105	yjcE
Rv0672	0.0493	1.0813	fadE8
Rv0861c	0.023	0.8382	ercc3
Rv3666c	0.115	1.2672	dppA
Rv0099	0.1408	0.8285	fadD10
Rv0440	0.0181	0.902	groEL2
Rv2756c	0.1126	1.8893	hsdM
Rv0783c	0.1798	1.2935	emrB
Rv3417c	0.0708	1.2208	groEL1
Rv1387	0.1601	0.4485	PPE20
Rv3811	0.1097	1.3546	Rv3811
Rv0283	0.143	1.0388	eccB3
Rv1186c	0.1248	1.1808	Rv1186c
Rv0214	0.0874	0.9791	fadD4
Rv3885c	0.3898	4.5017	eccE2
Rv0280	0.321	3.2926	PPE3
Rv2158c	0.1216	1.1858	murE
Rv0897c	0.1262	0.9388	Rv0897c
Rv0552	0.0976	1.18	Rv0552
Rv3308	0.1221	0.892	pmmB
Rv2052c	0.0903	1.4073	Rv2052c
Rv2510c	0.111	1.8525	Rv2510c
Rv0907	0.1454	1.4899	Rv0907
Rv0806c	0.089	1.1022	cpsY
Rv3506	0.0927	1.1712	fadD17
Rv3158	0.0863	1.1011	nuoN
Rv2846c	0.0505	1.0369	efpA
Rv0172	0.1001	1.7906	mce1D
Rv0974c	0.0329	0.9825	accD2
Rv3411c	0.0289	1.2992	guaB2
Rv2502c	0.0317	1.0053	accD1
Rv0528	0.084	1.2165	Rv0528
Rv2577	0.1002	1.315	Rv2577
Rv1279	0.7535	66.8046	Rv1279
Rv2996c	0.0456	0.9989	serA1
Rv2672	0.1297	1.2291	Rv2672
Rv2703	0.0673	0.9832	sigA
Rv1223	0.0769	1.1067	htrA
Rv1595	0.1024	0.9934	nadB
Rv0020c	0.0957	1.0867	fhaA
Rv0808	0.0263	0.9232	purF
Rv3107c	0.0846	1.2124	agpS
Rv1621c	0.1404	1.4971	cydD
Rv3211	0.1103	1.0747	rhlE
Rv3031	0.0702	1.1327	Rv3031
Rv0119	0.1426	1.2986	fadD7
Rv2916c	0.0452	0.9207	ffh
Rv3396c	0.0593	0.7714	guaA
Rv2154c	0.1051	0.9119	ftsW
Rv3049c	0.091	1.5018	Rv3049c
Rv0957	0.0494	1.1846	purH
Rv2601	0.1137	1.385	speE
Rv3799c	0.0286	1.2748	accD4
Rv2223c	0.1358	1.0782	Rv2223c
Rv2224c	0.0642	0.8454	caeA
Rv1007c	0.0562	1.3679	metS
Rv1410c	0.0875	1.0303	Rv1410c
Rv0768	0.0789	1.1726	aldA
Rv3696c	0.0366	1.0177	glpK
Rv1730c	0.0402	0.2893	Rv1730c
Rv2249c	0.079	1.0086	glpD1
Rv3818	0.0706	1.1291	Rv3818
Rv0174	0.1312	1.3702	mce1F
Rv1609	0.0471	1.0974	trpE
Rv2174	0.111	0.9828	mptA
Rv2329c	0.162	1.1955	narK1
Rv3509c	0.0885	1.2176	ilvX
Rv2213	0.0694	0.9207	pepB
Rv0171	0.1208	1.1701	mce1C
Rv1447c	0.0468	0.9592	zwf2
Rv2414c	0.157	1.2702	Rv2414c
Rv0018c	0.1196	0.9662	pstP
Rv2226	0.1398	0.9341	Rv2226
Rv3484	0.1101	1.0814	cpsA
Rv2733c	0.0744	1.2103	Rv2733c
Rv3877	0.1399	1.2739	eccD1
Rv2045c	0.1004	1.0509	lipT
Rv1182	0.1385	1.5337	papA3
Rv2157c	0.0866	1.0874	murF
Rv0753c	0.0454	1.0771	mmsA
Rv1032c	0.1448	1.2217	trcS
Rv3009c	0.0362	1.1269	gatB
Rv3698	0.0801	0.9328	Rv3698
Rv3887c	0.387	4.1446	eccD2
Rv2066	0.0657	1.0471	cobI
Rv0001	0.0557	1.2776	dnaA
Rv3062	0.1136	1.0698	ligB
Rv3561	0.0787	0.9898	fadD3
Rv0458	0.0553	0.9241	Rv0458
Rv0147	0.1002	1.3999	Rv0147
Rv1782	0.0746	1.2071	eccB5
Rv3598c	0.0552	0.8534	lysS
Rv2315c	0.0768	1.1577	Rv2315c
Rv0846c	0.1654	1.3444	Rv0846c
Rv0982	0.0657	0.8681	mprB
Rv1002c	0.0853	1.2347	Rv1002c
Rv0515	0.144	1.2045	Rv0515
Rv0336	0.144	1.2045	Rv0336
Rv2897c	0.0576	1.1436	Rv2897c
Rv1795	0.1163	1.337	eccD5
Rv0160c	0.1907	1.4379	PE4
Rv1760	0.2665	4.6741	Rv1760
Rv3331	0.1645	1.545	sugI
Rv0913c	0.0765	0.9867	Rv0913c
Rv0654	0.125	1.3471	Rv0654
Rv3220c	0.0912	0.9816	Rv3220c
Rv0418	0.1068	1.4051	lpqL
Rv3490	0.0892	1.0606	otsA
Rv0794c	0.0855	1.0004	Rv0794c
Rv3267	0.0888	1.1436	Rv3267
Rv0419	0.1333	1.0381	lpqM
Rv2004c	0.3175	71.9811	Rv2004c
Rv1317c	0.0931	1.0663	alkA
Rv3253c	0.0833	1.1249	Rv3253c
Rv3248c	0.0278	1.2168	sahH
Rv1018c	0.0798	1.365	glmU
Rv3854c	0.0743	1.3913	ethA
Rv1263	0.0997	1.0955	amiB2
Rv2725c	0.0588	1.203	hflX
Rv3895c	0.262	39.8621	eccB2
Rv0904c	0.0877	1.0587	accD3
Rv0255c	0.0697	0.5713	cobQ1
Rv1867	0.1297	1.5912	Rv1867
Rv3293	0.0811	1.1651	pcd
Rv3011c	0.0438	1.3453	gatA
Rv2152c	0.0608	1.1763	murC
Rv2852c	0.0999	1.0664	mqo
Rv3303c	0.0444	0.9263	lpdA
Rv0143c	0.0712	1.2311	Rv0143c
Rv3059	0.178	3.2808	cyp136
Rv0210	0.2319	1.0249	Rv0210
Rv0087	0.1217	2.9512	hycE
Rv2484c	0.1366	0.9209	Rv2484c
Rv0016c	0.071	1.2119	pbpA
Rv2992c	0.0787	1.0883	gltS
Rv1127c	0.1302	1.3744	ppdK
Rv1639c	0.3033	3.5912	Rv1639c
Rv2127	0.0663	1.2427	ansP1
Rv0086	0.1655	2.5452	hycQ
Rv0647c	0.0445	1.0807	Rv0647c
Rv3858c	0.0425	0.9362	gltD
Rv2447c	0.0829	1.1748	folC
Rv1817	0.0497	1.0748	Rv1817
Rv3595c	0.4505	9.7479	PE_PGRS59
Rv0223c	0.0498	1.2586	Rv0223c
Rv1310	0.0206	1.0585	atpD
Rv2155c	0.1414	0.9578	murD
Rv0565c	0.098	1.0805	Rv0565c
Rv0465c	0.0381	0.8321	Rv0465c
Rv1844c	0.0538	1.0524	gnd1
Rv1623c	0.0917	1.4141	cydA
Rv0758	0.1373	0.9642	phoR
Rv2363	0.0662	0.8145	amiA2
Rv1619	0.1448	1.1269	Rv1619
Rv1128c	0.1696	1.9505	Rv1128c
Rv0235c	0.0997	1.0904	Rv0235c
Rv2434c	0.1377	1.6358	Rv2434c
Rv1630	0.0198	0.8141	rpsA
Rv2425c	0.0618	1.029	Rv2425c
Rv3585	0.0815	1.3222	radA
Rv3869	0.1325	0.9781	eccB1
Rv0486	0.0688	1.0116	mshA
Rv2997	0.1125	1.1246	Rv2997
Rv3907c	0.0674	1.1034	pcnA
Rv2440c	0.0498	0.9706	obg
Rv0697	0.0999	0.7252	Rv0697
Rv0063	0.0774	0.6289	Rv0063
Rv1843c	0.0617	0.9738	guaB1
Rv2220	0.0231	1.1729	glnA1
Rv2920c	0.0726	0.8908	amt
Rv0537c	0.2329	1.263	Rv0537c
Rv2320c	0.0945	1.2882	rocE
Rv3685c	0.0986	1.0441	cyp137
Rv2251	0.0881	0.927	Rv2251
Rv3764c	0.094	1.018	tcrY
Rv0157	0.042	1.2203	pntB
Rv3225c	0.1388	1.0164	Rv3225c
Rv1098c	0.0528	1.1338	fum
Rv2123	0.2946	1.4034	PPE37
Rv1193	0.0966	1.0851	fadD36
Rv2888c	0.1314	1.0467	amiC
Rv3433c	0.0664	1.3107	Rv3433c
Rv2988c	0.0435	0.7666	leuC
Rv2247	0.0144	0.892	accD6
Rv1432	0.302	24.6111	Rv1432
Rv1477	0.0992	1.1547	ripA
Rv3195	0.1062	1.0534	Rv3195
Rv0777	0.0569	1.0044	purB
Rv1617	0.0351	1.0375	pykA
Rv0327c	0.0901	1.0633	cyp135A1
Rv0290	0.1225	1.1994	eccD3
Rv1634	0.1178	1.1108	Rv1634
Rv3450c	0.1707	0.9923	eccB4
Rv2522c	0.0547	1.1904	Rv2522c
Rv1659	0.0589	0.9376	argH
Rv2974c	0.1153	1.2656	Rv2974c
Rv3719	0.0889	0.8788	Rv3719
Rv0392c	0.05	0.9292	ndhA
Rv0696	0.0828	1.4012	Rv0696
Rv3580c	0.0601	0.9653	cysS1
Rv0221	0.2229	1.4779	Rv0221
Rv0261c	0.1002	1.1033	narK3
Rv0017c	0.0779	1.0259	rodA
Rv3139	0.0779	1.0246	fadE24
Rv1802	0.4342	11.4308	PPE30
Rv2713	0.0232	1.3917	sthA
Rv1235	0.1153	1.2758	lpqY
Rv0509	0.0849	0.9306	hemA
Rv3448	0.3279	1.1263	eccD4
Rv3439c	0.3153	1.18	Rv3439c
Rv2462c	0.1478	1.2309	tig
Rv1121	0.0913	1.0769	zwf1
Rv3257c	0.0838	0.7887	pmmA
Rv0296c	0.1025	0.8866	Rv0296c
Rv1077	0.0355	1.0132	cbs
Rv0983	0.0756	1.4254	pepD
Rv0462	0.0495	1.5696	lpdC
Rv2357c	0.0386	1.1412	glyS
Rv1537	0.1062	0.9862	dinX
Rv0096	0.2603	1.0217	PPE1
Rv3130c	0.3399	8.0536	tgs1
Rv1713	0.0485	1.3528	engA
Rv1854c	0.0394	1.076	ndh
Rv3882c	0.1302	1.1905	eccE1
Rv1900c	0.0973	1.1855	lipJ
Rv2178c	0.0424	1.1128	aroG
Rv3254	0.1316	0.9415	Rv3254
Rv0524	0.0598	0.976	hemL
Rv1394c	0.5737	11.7394	cyp132
Rv3790	0.0572	1.2672	dprE1
Rv0069c	0.2167	60.1504	sdaA
Rv0291	0.1655	1.1444	mycP3
Rv3627c	0.1069	1.021	Rv3627c
Rv3432c	0.0513	1.2688	gadB
Rv1751	0.1115	0.8549	Rv1751
Rv3881c	0.3454	4.6621	espB
Rv0958	0.0295	0.9272	Rv0958
Rv2855	0.0633	0.9373	mtr
Rv1005c	0.0985	0.9157	pabB
Rv1407	0.0906	1.3482	fmu
Rv2314c	0.0691	1.2295	Rv2314c
Rv2848c	0.096	0.868	cobB
Rv3106	0.0799	1.5043	fprA
Rv0473	0.0684	1.073	Rv0473
Rv1842c	0.1085	1.2696	Rv1842c
Rv3449	0.1947	1.1081	mycP4
Rv0955	0.1298	1.3228	Rv0955
Rv1257c	0.0553	0.9899	Rv1257c
Rv0127	0.1162	1.4481	mak
Rv0242c	0.049	1.11	fabG4
Rv0169	0.1818	1.5036	mce1A
Rv1702c	0.2165	92.5583	Rv1702c
Rv2097c	0.0209	0.6426	pafA
Rv2559c	0.0696	1.2942	Rv2559c
Rv2677c	0.1228	1.1936	hemY
Rv0180c	0.1038	1.045	Rv0180c
Rv0483	0.0959	1.0701	lprQ
Rv3496c	0.0811	1.3699	mce4D
Rv3689	0.2264	1.6163	Rv3689
Rv0764c	0.0583	1.1665	cyp51
Rv3227	0.101	1.0811	aroA
Rv1878	0.1209	1.2483	glnA3
Rv2731	0.0861	1.3208	Rv2731
Rv3290c	0.0948	1.2035	lat
Rv0161	0.1113	1.1797	Rv0161
Rv3340	0.0446	1.5459	metC
Rv2589	0.0711	1.3273	gabT
Rv0541c	0.1147	1.4884	Rv0541c
Rv2962c	0.1027	0.841	Rv2962c
Rv3170	0.0986	1.0105	aofH
Rv3441c	0.0524	0.9476	mrsA
Rv0026	0.2647	1.5029	Rv0026
Rv1330c	0.1003	1.2082	pncB1
Rv0729	0.1326	1.0108	xylB
Rv2141c	0.0669	1.3231	Rv2141c
Rv3262	0.0916	1.1051	fbiB
Rv3197	0.052	0.9486	Rv3197
Rv1293	0.0644	0.92	lysA
Rv0131c	0.0394	1.3178	fadE1
Rv3883c	0.0947	1.1863	mycP1
Rv1307	0.1135	1.1684	atpH
Rv1923	0.2136	4.7638	lipD
Rv3371	0.2282	1.0796	Rv3371
Rv1592c	0.1086	1.2089	Rv1592c
Rv2222c	0.0332	0.9574	glnA2
Rv0902c	0.0318	1.1014	prrB
Rv2994	0.1515	1.9463	Rv2994
Rv3150	0.0415	0.8911	nuoF
Rv2508c	0.1293	1.2629	Rv2508c
Rv0571c	0.1569	2.2036	Rv0571c
Rv0322	0.0547	0.953	udgA
Rv1625c	0.1435	1.2171	cya
Rv2586c	0.1172	1.3686	secF
Rv0218	0.0953	0.8614	Rv0218
Rv0732	0.0322	1.1546	secY
Rv0037c	0.1126	1.3442	Rv0037c
Rv0136	0.1162	1.1045	cyp138
Rv1294	0.0389	1.2766	thrA
Rv3148	0.0362	0.7392	nuoD
Rv2318	0.116	1.0139	uspC
Rv0243	0.043	1.1178	fadA2
Rv3693	0.0863	1.0212	Rv3693
Rv2836c	0.3007	68.2123	dinF
Rv0412c	0.0948	0.9989	Rv0412c
Rv2041c	0.1099	1.1335	Rv2041c
Rv0449c	0.122	1.2509	Rv0449c
Rv0485	0.0959	1.1632	Rv0485
Rv3329	0.0638	1.0463	Rv3329
Rv2681	0.1221	1.0028	Rv2681
Rv2246	0.0315	0.9203	kasB
Rv1599	0.0725	0.992	hisD
Rv1880c	0.1801	1.472	cyp140
Rv2782c	0.0537	0.9091	pepR
Rv1568	0.0629	1.3778	bioA
Rv1194c	0.1763	1.5043	Rv1194c
Rv2366c	0.0737	0.9309	Rv2366c
Rv3722c	0.0532	0.9499	Rv3722c
Rv1232c	0.0833	0.7724	Rv1232c
Rv1490	0.5722	60.8197	Rv1490
Rv0766c	0.1034	0.9893	cyp123
