Gene Name,Evo Rate
MRA_1740,0.0402
MRA_3731,0.0366
MRA_0182,0.1312
MRA_3858,0.0706
MRA_1619,0.0471
MRA_2269,0.079
MRA_2189,0.111
MRA_2229,0.0694
MRA_0179,0.1208
MRA_3549,0.0885
MRA_2349,0.162
MRA_2439,0.157
MRA_0020,0.1196
MRA_1456,0.0468
MRA_2244,0.1398
MRA_2759,0.0744
MRA_3524,0.1101
MRA_3916,0.1399
MRA_2060,0.1004
MRA_1192,0.1385
MRA_2172,0.0866
MRA_0762,0.0454
MRA_1040,0.1448
MRA_3926,0.387
MRA_3734,0.0801
MRA_3039,0.0362
MRA_2080,0.0657
MRA_3600,0.0787
MRA_0001,0.0557
MRA_3094,0.1136
MRA_0464,0.0553
MRA_0154,0.1002
MRA_1797,0.0746
MRA_2335,0.0768
MRA_3638,0.0552
MRA_0854,0.1654
MRA_0989,0.0657
MRA_1011,0.0853
MRA_1808,0.1163
MRA_2922,0.0576
MRA_0345,0.144
MRA_0522,0.144
MRA_0920,0.0765
MRA_1774,0.2665
MRA_0168,0.1907
MRA_3373,0.1659
MRA_3259,0.0912
MRA_0665,0.125
MRA_3530,0.0892
MRA_0424,0.1068
MRA_0804,0.0855
MRA_3308,0.0888
MRA_2020,0.3175
MRA_0425,0.1333
MRA_1325,0.0931
MRA_3294,0.0833
MRA_3289,0.0278
MRA_0911,0.0877
MRA_2752,0.0588
MRA_1026,0.0798
MRA_1271,0.0997
MRA_3934,0.262
MRA_3894,0.0743
MRA_3334,0.0811
MRA_1878,0.1297
MRA_0264,0.0697
MRA_2167,0.0608
MRA_3041,0.0438
MRA_2875,0.0999
MRA_3344,0.0444
MRA_0091,0.1217
MRA_0218,0.2319
MRA_3091,0.178
MRA_0150,0.0712
MRA_2509,0.1366
MRA_0018,0.071
MRA_1136,0.1302
MRA_3021,0.0787
MRA_1650,0.3033
MRA_2141,0.0663
MRA_3898,0.0425
MRA_0090,0.1655
MRA_0658,0.0445
MRA_2473,0.0829
MRA_0231,0.0498
MRA_1829,0.0497
MRA_1318,0.0206
MRA_2170,0.1414
MRA_0471,0.0381
MRA_0572,0.098
MRA_0768,0.1373
MRA_1855,0.0538
MRA_1633,0.0917
MRA_2387,0.0662
MRA_1629,0.1448
MRA_1137,0.1696
MRA_0243,0.0997
MRA_1640,0.0198
MRA_2460,0.1377
MRA_2451,0.0618
MRA_3026,0.1125
MRA_3946,0.0674
MRA_3624,0.0815
MRA_3908,0.1325
MRA_0493,0.0688
MRA_0065,0.0774
MRA_0705,0.0999
MRA_1854,0.0617
MRA_2466,0.0498
MRA_2237,0.0231
MRA_0544,0.2329
MRA_2945,0.0726
MRA_2340,0.0945
MRA_3720,0.0986
MRA_3802,0.094
MRA_0165,0.042
MRA_1109,0.0528
MRA_3266,0.1388
MRA_1441,0.302
MRA_1203,0.0966
MRA_3017,0.0435
MRA_2138,0.2946
MRA_2267,0.0144
MRA_3474,0.0664
MRA_2913,0.1314
MRA_3229,0.1062
MRA_1487,0.0992
MRA_0786,0.0569
MRA_0299,0.1225
MRA_0336,0.0901
MRA_1627,0.0351
MRA_1644,0.1178
MRA_2549,0.0547
MRA_0704,0.0828
MRA_0399,0.05
MRA_3002,0.1153
MRA_3491,0.1707
MRA_1670,0.0589
MRA_3756,0.0889
MRA_0019,0.0779
MRA_0269,0.1002
MRA_0229,0.2229
MRA_3619,0.0601
MRA_3172,0.0779
MRA_2741,0.0232
MRA_0516,0.0849
MRA_1815,0.4342
MRA_1244,0.1153
MRA_3489,0.3279
MRA_3480,0.3153
MRA_1130,0.0913
MRA_2488,0.1478
MRA_3298,0.0838
MRA_0305,0.1025
MRA_1087,0.0355
MRA_0468,0.0495
MRA_0990,0.0756
MRA_3162,0.3399
MRA_0100,0.2603
MRA_1865,0.0394
MRA_1549,0.1062
MRA_2381,0.0386
MRA_1723,0.0485
MRA_0531,0.0598
MRA_1911,0.0973
MRA_2193,0.0424
MRA_3921,0.1302
MRA_3295,0.1316
MRA_3663,0.1069
MRA_1403,0.5737
MRA_0300,0.1655
MRA_3830,0.0572
MRA_0071,0.2167
MRA_1762,0.1115
MRA_3473,0.0513
MRA_3920,0.3454
MRA_2878,0.0633
MRA_0965,0.0295
MRA_1014,0.0985
MRA_1416,0.0906
MRA_2334,0.0691
MRA_2871,0.096
MRA_3138,0.0799
MRA_0480,0.0684
MRA_1853,0.1085
MRA_3490,0.1947
MRA_0134,0.1162
MRA_0962,0.1298
MRA_1265,0.0553
MRA_0177,0.1818
MRA_0251,0.049
MRA_1711,0.2164
MRA_2588,0.0696
MRA_2705,0.1228
MRA_2112,0.0209
MRA_0188,0.1038
MRA_3724,0.2264
MRA_0490,0.0959
MRA_0773,0.0583
MRA_3536,0.0811
MRA_3268,0.101
MRA_2757,0.0861
MRA_1889,0.1209
MRA_2618,0.0711
MRA_2989,0.1027
MRA_3331,0.0948
MRA_0548,0.1147
MRA_0169,0.1113
MRA_3381,0.0446
MRA_2155,0.0669
MRA_0029,0.2647
MRA_1338,0.1003
MRA_3203,0.0986
MRA_3482,0.0524
MRA_0737,0.1326
MRA_3303,0.0916
MRA_1301,0.0644
MRA_3232,0.052
MRA_0138,0.0394
MRA_3411,0.2282
MRA_3922,0.0947
MRA_0909,0.0318
MRA_1602,0.1086
MRA_1934,0.2136
MRA_2239,0.0332
MRA_1315,0.1135
MRA_3023,0.1515
MRA_3183,0.0415
MRA_2534,0.1293
MRA_1635,0.1435
MRA_0331,0.0547
MRA_0395,0.2809
MRA_0578,0.1569
MRA_2615,0.1172
MRA_0226,0.0953
MRA_0040,0.1139
MRA_0740,0.0322
MRA_0143,0.1162
MRA_1302,0.0389
MRA_2338,0.116
MRA_3181,0.0362
MRA_0252,0.043
MRA_3728,0.0863
MRA_2056,0.1099
MRA_2859,0.3007
MRA_0418,0.0948
MRA_0454,0.122
MRA_2266,0.0315
MRA_2709,0.1221
MRA_3371,0.0638
MRA_0492,0.0959
MRA_1891,0.1801
MRA_1609,0.0725
MRA_2806,0.0537
MRA_1580,0.0629
MRA_1204,0.1763
MRA_3048,0.3955
MRA_1500,0.5722
MRA_1241,0.0833
MRA_2390,0.0737
MRA_3759,0.0532
MRA_0775,0.1034
MRA_1106,0.0238
MRA_3584,0.0673
MRA_0810,0.0878
MRA_2701,0.0755
MRA_0366,0.0427
MRA_3740,0.1315
MRA_1013,0.5888
MRA_3666,0.1179
MRA_2659,0.1093
MRA_0017,0.0746
MRA_0904,0.0409
MRA_1169,0.1286
MRA_2364,0.07
MRA_2302,0.2343
MRA_1390,0.0446
MRA_1912,0.102
MRA_0346,0.0321
MRA_3317,0.093
MRA_2712,0.1113
MRA_2211,0.0847
MRA_1507,0.1747
MRA_1031,0.0339
MRA_1571,0.0421
MRA_2221,0.0983
MRA_0473,0.0222
MRA_0932,0.1226
MRA_1786,0.1208
MRA_2286,0.0835
MRA_1787,0.1113
MRA_2196,0.1094
MRA_3270,0.0909
MRA_0452,0.1274
MRA_1536,0.2118
MRA_1104,0.0447
MRA_2483,0.0057
MRA_1001,0.0401
MRA_3739,0.0852
MRA_1424,0.0147
MRA_1209,0.303
MRA_0853,0.1802
MRA_1699,0.0648
MRA_1820,0.3383
MRA_3196,0.1033
MRA_2609,0.0462
MRA_1913,0.0719
MRA_2946,0.0822
MRA_2965,0.0876
MRA_0781,0.0802
MRA_3746,0.0265
MRA_0235,0.0893
MRA_3757,0.0632
MRA_3352,0.1036
MRA_1266,0.1315
MRA_2475,0.1017
MRA_3874,0.061
MRA_1323,0.0119
MRA_2980,0.0481
MRA_1400,0.0434
MRA_2582,0.1382
MRA_0552,0.088
MRA_1285,0.0865
MRA_1473,0.0774
MRA_2411,0.1365
MRA_3293,0.1194
MRA_2265,0.0278
MRA_3676,0.2907
MRA_3815,0.062
MRA_1119,0.0668
MRA_3333,0.0987
MRA_2453,0.0748
MRA_0787,0.1125
MRA_1883,0.0669
MRA_3063,0.0517
MRA_1134,0.1688
MRA_1785,0.0933
MRA_2144,0.068
MRA_2262,0.0428
MRA_3617,0.1154
MRA_0199,0.1201
MRA_2895,0.068
MRA_3749,0.0631
MRA_1445,0.0921
MRA_0921,0.0752
MRA_1880,0.1146
MRA_0076,0.1584
MRA_3537,0.0859
MRA_1622,0.0491
MRA_0497,0.0724
MRA_0982,0.0619
MRA_2168,0.089
MRA_3185,0.0674
MRA_0320,0.1092
MRA_3074,0.0581
MRA_3599,0.0498
MRA_3380,0.037
MRA_1801,0.2697
MRA_3463,0.0723
MRA_0568,0.0784
MRA_2545,0.0702
MRA_3296,0.0807
MRA_2311,0.1227
MRA_3826,0.1524
MRA_1641,0.1139
MRA_0236,0.0938
MRA_3251,0.0869
MRA_1810,0.1661
MRA_0697,0.0716
MRA_2990,0.0792
MRA_0398,0.0451
MRA_3954,0.0514
MRA_3571,0.2707
MRA_3372,0.0895
MRA_2717,0.1228
MRA_1264,0.0848
MRA_1084,0.0414
MRA_0443,0.1084
MRA_0537,0.137
MRA_2870,0.0493
MRA_1664,0.074
MRA_3487,0.2601
MRA_2894,0.0844
MRA_0596,0.2656
MRA_1310,0.0422
MRA_1222,0.0141
MRA_1401,0.0239
MRA_1819,0.2399
MRA_0162,0.0491
MRA_0867,0.0179
MRA_0377,0.156
MRA_0002,0.0814
MRA_1637,0.0501
MRA_3903,0.3085
MRA_2442,0.1447
MRA_1010,0.0684
MRA_0181,0.1242
MRA_2814,0.0757
MRA_3173,0.0391
MRA_2568,0.0492
MRA_3679,0.0635
MRA_1666,0.088
MRA_3544,0.04
MRA_3539,0.0962
MRA_0302,0.1413
MRA_1824,0.1242
MRA_3849,0.0475
MRA_2191,0.1087
MRA_1669,0.021
MRA_3818,0.0727
MRA_3557,0.0434
MRA_3643,0.2341
MRA_0277,0.0934
MRA_3706,0.0848
MRA_0866,0.0641
MRA_3764,0.4313
MRA_1471,0.0809
MRA_3399,0.0482
MRA_2180,0.125
MRA_0702,0.0644
MRA_0694,0.0173
MRA_0361,0.023
MRA_0406,0.0548
MRA_3654,0.0637
MRA_2526,0.0591
MRA_2489,0.1115
MRA_2793,0.1558
MRA_3313,0.0977
MRA_3609,0.0337
MRA_3347,0.0787
MRA_3562,0.0305
MRA_2653,0.2195
MRA_1247,0.0912
MRA_1706,0.035
MRA_1067,0.2874
MRA_1799,0.102
MRA_2521,0.0989
MRA_3056,0.0752
MRA_0897,0.051
MRA_3902,0.1715
MRA_3244,0.0485
MRA_3652,0.1602
MRA_2376,0.216
MRA_2373,0.216
MRA_3585,0.0587
MRA_0701,0.0603
MRA_3412,0.1268
MRA_2086,0.1331
MRA_1238,0.0564
MRA_0761,0.058
MRA_0077,0.091
MRA_3736,0.1091
MRA_0393,0.0914
MRA_3346,0.047
MRA_1331,0.0542
MRA_2921,0.0957
MRA_0833,0.0403
MRA_3315,0.0202
MRA_0246,0.1729
MRA_0979,0.0476
MRA_2766,0.0929
MRA_0582,0.1096
MRA_3604,0.074
MRA_0340,0.0992
MRA_1089,0.0536
MRA_1221,0.0939
MRA_3582,0.0478
MRA_2893,0.0373
MRA_0958,0.0333
MRA_3579,0.0392
MRA_3595,0.0735
MRA_2751,0.0635
MRA_3715,0.041
MRA_1581,0.1057
MRA_3565,0.036
MRA_0995,0.1984
MRA_2205,0.1448
MRA_3277,0.1012
MRA_2203,0.0832
MRA_0003,0.128
MRA_0415,0.1416
MRA_3535,0.1043
MRA_0233,0.0827
MRA_3568,0.0657
MRA_1262,0.1132
MRA_3374,0.1671
MRA_2280,0.0486
MRA_2396,0.0502
MRA_2348,0.4353
MRA_3194,0.1639
MRA_2978,0.0639
MRA_0268,0.1296
MRA_1497,0.0356
MRA_1898,0.2339
MRA_0064,0.1608
MRA_1610,0.0793
MRA_0385,0.0881
MRA_0581,0.1361
MRA_3271,0.0826
MRA_2249,0.0871
MRA_2165,0.0119
MRA_3382,0.0644
MRA_2199,0.0784
MRA_1768C,0.1239
MRA_2227,0.0544
MRA_3201,0.0914
MRA_1890,0.1097
MRA_3137,0.038
MRA_0564,0.101
MRA_2638,0.0911
MRA_3601,0.0515
MRA_0280,0.0987
MRA_1489,0.0398
MRA_1377,0.0974
MRA_3796,0.1352
MRA_1392,0.0655
MRA_0374,0.0874
MRA_0891,0.0593
MRA_2998,0.1368
MRA_2465,0.0661
MRA_1905,0.0308
MRA_0509,0.0597
MRA_0438,0.0391
MRA_0771,0.0542
MRA_1545,0.0719
MRA_2412,0.0875
MRA_3450,0.0463
MRA_3570,0.073
MRA_2104,0.0872
MRA_3202,0.0739
MRA_0942,0.0709
MRA_3010,0.0654
MRA_0513,0.071
MRA_1457,0.0965
MRA_3545,0.0925
MRA_3036,0.0292
MRA_2480,0.0526
MRA_2563,0.0748
MRA_0913,0.1208
MRA_3254,0.1495
MRA_1268,0.5157
MRA_0856,0.09
MRA_2879,0.1052
MRA_1933,0.2014
MRA_1167,0.1099
MRA_2804,0.0624
MRA_0936,0.1324
MRA_2940,0.0906
MRA_0190,0.108
MRA_1117,0.1418
MRA_2208,0.0846
MRA_0940,0.1073
MRA_0187,0.1049
MRA_2698,0.0591
MRA_3104,0.1654
MRA_0489,0.1094
MRA_1870,0.1219
MRA_2226,0.0531
MRA_0821,0.1044
MRA_3912,0.2092
MRA_0213,0.117
MRA_2523,0.0812
MRA_1739,0.0553
MRA_3055,0.0657
MRA_1248,0.0899
MRA_3960,0.084
MRA_0163,0.0364
MRA_3355,0.0508
MRA_3665,0.126
MRA_2786,0.2223
MRA_2247,0.1045
MRA_2250,0.1454
MRA_0819,0.0566
MRA_2078,0.1666
MRA_2216,0.0596
MRA_3603,0.0829
MRA_1018,0.0768
MRA_2566,0.0564
MRA_0549,0.1001
MRA_1189,0.0756
MRA_2223,0.0884
MRA_0217,0.2183
MRA_3067,0.1032
MRA_1303,0.0388
MRA_2053,0.1079
MRA_1073,0.119
MRA_1617,0.1329
MRA_0139,0.1287
MRA_1153,0.0781
MRA_0876,0.0923
MRA_0863,0.0721
MRA_2188,0.1292
MRA_3305,0.0676
MRA_1194,0.2696
MRA_3614,0.036
MRA_0666,0.0272
MRA_2171,0.0315
MRA_3076,0.1043
MRA_3769,0.0765
MRA_1003,0.1429
MRA_2152,0.1244
MRA_0934,0.0716
MRA_3625,0.0486
MRA_3610,0.0681
MRA_3069,0.12
MRA_3727,0.0473
MRA_0510,0.0464
MRA_3825,0.1958
MRA_2706,0.0763
MRA_1123,0.0442
MRA_1307,0.0442
MRA_2153,0.0735
MRA_0223,0.0552
MRA_2424,0.1375
MRA_3653,0.0854
MRA_2801,0.0815
MRA_0132,0.1705
MRA_3592,0.0606
MRA_3237,0.1446
MRA_3561,0.0675
MRA_1211,0.063
MRA_1069,0.0547
MRA_1671,0.0764
MRA_1676,0.0919
MRA_3812,0.0697
MRA_2279,0.1138
MRA_1702,0.111
MRA_2740,0.1326
MRA_1663,0.0711
MRA_2392,0.0297
MRA_3693,0.0589
MRA_1656,0.0865
MRA_3799,0.0935
MRA_2421,0.0594
MRA_2637,0.1086
MRA_3538,0.0761
MRA_3662,0.1041
MRA_3694,0.1074
MRA_0699,0.1864
MRA_2592,0.1117
MRA_1604,0.0568
MRA_1599,0.052
MRA_2449,0.1387
MRA_0839,0.1061
MRA_0486,0.1803
MRA_2522,0.0745
MRA_2864,0.0309
MRA_0801,0.1395
MRA_3559,0.0521
MRA_3957,0.0399
MRA_3498,0.0131
MRA_0543,0.0664
MRA_0178,0.1296
MRA_1632,0.0757
MRA_3297,0.1209
MRA_3088,0.1166
MRA_3077,0.0636
MRA_1873,0.0723
MRA_3768,0.0698
MRA_3719,0.044
MRA_3573,0.0327
MRA_3686,0.1176
MRA_1852,0.1133
MRA_1081,0.1094
MRA_3745,0.0534
MRA_2621,0.0102
MRA_0372,0.0642
MRA_3224,0.4868
MRA_3159,0.2017
MRA_1495,0.1158
MRA_2805,0.0984
MRA_3459,0.0511
MRA_3956,0.077
MRA_1341,0.1076
MRA_3040,0.0389
MRA_2397,0.0441
MRA_3563,0.3576
MRA_3883,0.192
MRA_1431,0.0494
MRA_0845,0.0179
MRA_1660,0.0601
MRA_1555,0.0627
MRA_0571,0.0387
MRA_2743,0.081
MRA_2597,0.1028
MRA_3927,0.1564
MRA_0421,0.0751
MRA_0136,0.0599
MRA_2607,0.078
MRA_3228,0.0954
MRA_0146,0.1083
MRA_3714,0.0584
MRA_1131,0.1224
MRA_0892,0.0626
MRA_1369,0.503
MRA_1444,0.0319
MRA_3583,0.1173
MRA_2044,0.2027
MRA_1418,0.0926
MRA_3844,0.0665
MRA_0834,0.106
MRA_0943,0.0972
MRA_1148,0.0948
MRA_0224,0.1301
MRA_3045,0.1147
MRA_0413,0.0301
MRA_3024,0.0693
MRA_3842,0.1107
MRA_2860,0.1141
MRA_3744,0.0612
MRA_3378,0.0716
MRA_0569,0.1156
MRA_3952,0.0608
MRA_1121,0.073
MRA_3896,0.0714
MRA_1491,0.0298
MRA_0554,0.0982
MRA_3011,0.0844
MRA_1506,0.0753
MRA_1923,0.0647
MRA_3006,0.1258
MRA_3031,0.0519
MRA_3726,0.1736
MRA_1007,0.1591
MRA_2040,0.1092
MRA_1293,0.0316
MRA_2111,0.0895
MRA_0957,0.1517
MRA_3163,0.2465
MRA_3505,0.0518
MRA_2810,0.0434
MRA_2047,0.3279
MRA_2962,0.0737
MRA_3302,0.0999
MRA_0301,0.2411
MRA_0273,0.1044
MRA_3269,0.0477
MRA_2593,0.0918
MRA_3729,0.1032
MRA_1198,0.1084
MRA_3748,0.1045
MRA_0500,0.1076
MRA_0519,0.0575
MRA_1249,0.0343
MRA_3817,0.1205
MRA_1463,0.0981
MRA_0503,0.0552
MRA_1110,0.022
MRA_0417,0.0828
MRA_3070,0.0817
MRA_1122,0.2128
MRA_3705,0.078
MRA_0736,0.0958
MRA_0560,0.1172
MRA_3824,0.0862
MRA_0238,0.0466
MRA_0906,0.2536
MRA_1550,0.1547
MRA_1025,0.0217
MRA_1871,0.1743
MRA_1432,0.0233
MRA_1897,0.0707
MRA_2435,0.0394
MRA_1291,0.0819
MRA_0290,0.1067
MRA_1308,0.1375
MRA_0536,0.0736
MRA_2742,0.05
MRA_2735,0.118
MRA_2052,0.0644
MRA_3080,0.0219
MRA_2218,0.0891
MRA_1217,0.0963
MRA_0937,0.0843
MRA_2819,0.0508
MRA_3174,0.0756
MRA_2738,0.0161
MRA_1344,0.0516
MRA_3661,0.1093
